ID,WijkenEnBuurten,AfstandTotZiekenhuis_11
1111,WK036333  ,3.1
1123,WK036334  ,2.9
1130,WK036335  ,0.7
1136,WK036336  ,2.3
1139,WK036337  ,1.9
1146,WK036338  ,1.4
1149,WK036339  ,1.2
1154,WK036340  ,1.9
1158,WK036341  ,1
1163,WK036342  ,1.6
1168,WK036343  ,2.3
1171,WK036344  ,2.6
1178,WK036345  ,2.2
1181,WK036346  ,2.4
1186,WK036347  ,2.5
1197,WK036348  ,1.6
1204,WK036349  ,2.4
1211,WK036350  ,
1217,WK036351  ,1.5
1221,WK036352  ,2.8
1228,WK036353  ,2.2
1231,WK036354  ,2.6
1237,WK036355  ,1.7
1246,WK036356  ,2.2
1256,WK036357  ,3.2
1260,WK036358  ,3.3
1268,WK036359  ,1.8
1271,WK036360  ,2.2
1275,WK036361  ,3.2
1280,WK036362  ,3
1283,WK036363  ,2.4
1285,WK036364  ,2.8
1291,WK036365  ,3.5
1296,WK036366  ,3.9
1303,WK036367  ,2.7
1306,WK036368  ,3.1
1313,WK036369  ,1.9
1320,WK036370  ,0.8
1327,WK036371  ,2.7
1333,WK036372  ,3.5
1337,WK036373  ,5.6
1348,WK036374  ,1.5
1352,WK036375  ,2.1
1357,WK036376  ,1.9
1360,WK036377  ,1.8
1367,WK036378  ,3.1
1373,WK036379  ,3.9
1376,WK036380  ,4.8
1380,WK036381  ,2.9
1386,WK036382  ,3.3
1391,WK036383  ,4.2
1394,WK036384  ,4.1
1398,WK036385  ,1.7
1402,WK036386  ,1.2
1409,WK036387  ,2.1
1416,WK036388  ,2
1427,WK036389  ,1.5
1432,WK036390  ,1.4
1439,WK036391  ,2.3
1444,WK036392  ,0.9
1452,WK036393  ,3.6
1464,WK036394  ,4.4
1479,WK036395  ,3.5
1483,WK036396  ,1.8
1491,WK036397  ,3.3
1496,WK036398  ,3.8
2095,WK037000  ,8.6
2104,WK037001  ,2.7
2265,WK037301  ,6.2
2283,WK037302  ,11.5
2285,WK037303  ,6.9
2287,WK037304  ,9.2
2292,WK037305  ,5.1
2295,WK037306  ,7.6
2300,WK037307  ,11.7
2524,WK037500  ,1.1
2531,WK037501  ,0.8
2535,WK037502  ,1.5
2539,WK037503  ,1.8
2544,WK037504  ,1.4
2547,WK037505  ,2.2
2551,WK037506  ,2.7
2554,WK037507  ,2.7
2559,WK037508  ,4.4
2562,WK037509  ,2.7
2566,WK037510  ,3.1
2628,WK037601  ,5.2
2639,WK037700  ,3.8
2647,WK037701  ,4.6
2651,WK037702  ,3.5
2656,WK037703  ,5.5
2659,WK037704  ,5
3310,WK038300  ,4.8
3313,WK038301  ,3.9
3316,WK038302  ,4.3
3320,WK038303  ,5.6
3323,WK038304  ,4.8
3328,WK038305  ,5.7
3331,WK038306  ,8.9
3333,WK038307  ,0.9
3813,WK038401  ,5.6
3820,WK038402  ,4.6
3829,WK038403  ,4.4
3838,WK038404  ,
3840,WK038405  ,5.3
3845,WK038406  ,5.5
3849,WK038407  ,5.1
3853,WK038408  ,5.8
4401,WK038500  ,2.9
4408,WK038501  ,4.6
4410,WK038502  ,1.6
4423,WK038503  ,10.5
4425,WK038504  ,10
4428,WK038505  ,9.8
4430,WK038506  ,6.3
4432,WK038507  ,4.6
4434,WK038508  ,8.6
4436,WK038509  ,6.8
4881,WK038800  ,0.8
4886,WK038801  ,2.4
6074,WK039201  ,2.5
6081,WK039202  ,1.9
6090,WK039203  ,3.1
6095,WK039204  ,3.1
6101,WK039205  ,4
6108,WK039206  ,2.8
6112,WK039207  ,1.8
6117,WK039208  ,1.2
6122,WK039209  ,2.1
6129,WK039210  ,3.5
6135,WK039211  ,2.6
6141,WK039212  ,3.6
6149,WK039213  ,2.4
6157,WK039214  ,1.5
6162,WK039215  ,1
6166,WK039216  ,0.7
6172,WK039217  ,3
6175,WK039218  ,1.2
6183,WK039219  ,1.2
6190,WK039220  ,1.8
6198,WK039221  ,2.2
6207,WK039401  ,3.5
6232,WK039402  ,1.7
6244,WK039403  ,7.5
6253,WK039404  ,6.3
6257,WK039405  ,4.7
6270,WK039406  ,7
