ID,WijkenEnBuurten,AfstandTotZiekenhuis_11,AfstandTotZiekenhuis_15
2,WK168000  ,14.7,15.2
5,WK168001  ,14.5,14.8
8,WK168002  ,12.3,12.8
11,WK168003  ,9.5,10
14,WK168004  ,10.5,10.5
17,WK168005  ,13.8,14.3
20,WK168006  ,8.9,12.1
23,WK168007  ,12,15.9
26,WK168008  ,11.4,15
29,WK168009  ,12,16.4
32,WK168011  ,9.1,13
35,WK168012  ,7.2,10
38,WK168013  ,11.2,13.9
41,WK168014  ,10.6,10.6
45,WK168015  ,6.2,6.2
49,WK168016  ,2.3,2.3
53,WK168017  ,13.7,13.7
56,WK168018  ,8.3,8.5
61,WK168019  ,7.5,7.5
68,WK168020  ,12.9,12.9
73,WK168021  ,6.7,6.7
78,WK035800  ,4.6,10.1
83,WK035801  ,5.4,12.5
85,WK035802  ,5.9,6.7
91,WK019701  ,13.3,13.4
104,WK019702  ,8.5,8.5
109,WK019703  ,12,12
117,WK019704  ,17.7,20.5
125,WK005900  ,19.5,19.5
136,WK005901  ,14.9,14.9
143,WK005902  ,12.3,12.3
153,WK048201  ,7.3,7.5
159,WK048202  ,8.4,9.1
166,WK048203  ,8,8.2
174,WK048204  ,7.9,8.1
179,WK048205  ,6.4,6.6
183,WK048206  ,7.9,8.1
189,WK061301  ,6.8,6.8
194,WK061302  ,7.3,7.3
197,WK061303  ,7,7
204,WK061304  ,7,7.1
212,WK061305  ,5,7.3
215,WK061306  ,3.2,4.8
220,WK061307  ,       .,       .
223,WK036101  ,0.8,1.1
234,WK036102  ,3.2,3.2
244,WK036103  ,1.6,2
251,WK036104  ,1.7,2.2
258,WK036105  ,3,3
263,WK036106  ,4.7,4.8
269,WK036107  ,5.9,6.5
276,WK036108  ,1.3,1.3
281,WK036109  ,8.9,9.6
289,WK036110  ,12,12.6
297,WK036111  ,4.7,4.9
301,WK014110  ,3.5,3.5
306,WK014111  ,3,3
314,WK014112  ,4.9,4.9
323,WK014113  ,6.2,6.2
331,WK014114  ,3.3,3.3
340,WK014115  ,2.2,2.2
344,WK014116  ,1.7,1.7
351,WK014117  ,4,4
357,WK014118  ,6.8,6.8
365,WK014119  ,1.5,1.5
378,WK014120  ,6.3,6.3
381,WK014121  ,4.6,4.6
385,WK003401  ,6,6
388,WK003402  ,5.9,5.9
394,WK003403  ,5.5,5.5
399,WK003404  ,6.4,6.4
403,WK003405  ,6,6
408,WK003406  ,4.8,4.8
415,WK003407  ,4.6,4.6
420,WK003408  ,5.8,5.8
424,WK003409  ,6.1,6.5
427,WK003410  ,7.5,7.5
431,WK003411  ,6.1,6.1
434,WK003414  ,4.3,4.3
436,WK003415  ,       .,       .
438,WK003416  ,       .,       .
441,WK003417  ,0.9,0.9
447,WK003418  ,2,2
456,WK003419  ,3.4,3.4
461,WK003420  ,2.4,2.4
467,WK003421  ,2.4,2.4
471,WK003422  ,2.9,2.9
478,WK003423  ,3.5,3.5
483,WK003424  ,4.2,4.2
492,WK003425  ,1.6,1.6
496,WK003426  ,2.6,2.6
506,WK003427  ,2,2
515,WK003428  ,3.7,3.7
526,WK003429  ,2.6,2.6
531,WK003430  ,3.5,4
539,WK003431  ,5.2,5.2
545,WK003432  ,       .,       .
547,WK003434  ,1.6,1.6
551,WK003435  ,       .,       .
554,WK003436  ,       .,       .
556,WK003437  ,4.1,4.1
559,WK003438  ,       .,       .
562,WK003439  ,       .,       .
566,WK003440  ,       .,       .
570,WK003441  ,6,6
573,WK003442  ,8,8
578,WK003443  ,7.2,7.2
583,WK003444  ,6,6
587,WK003445  ,5.1,5.1
593,WK003446  ,4.7,4.7
597,WK003447  ,5.1,5.1
602,WK003448  ,6,6
607,WK003449  ,7.5,7.5
612,WK003450  ,7.7,7.7
615,WK003451  ,8.2,8.2
621,WK003452  ,9.5,9.5
629,WK003453  ,9.2,9.2
632,WK003456  ,6,6
635,WK003457  ,       .,       .
638,WK003458  ,8.8,8.8
640,WK003459  ,9.5,9.5
643,WK003460  ,0.7,7.4
645,WK003461  ,0.6,7.8
649,WK003462  ,1.5,7.4
652,WK003463  ,1.3,6.7
657,WK003464  ,       .,       .
659,WK003465  ,1.9,8.7
661,WK003466  ,1.6,8.5
664,WK003471  ,       .,       .
666,WK003472  ,       .,       .
668,WK003473  ,       .,       .
670,WK003474  ,       .,       .
673,WK003475  ,9.4,9.4
678,WK003476  ,7.4,7.4
683,WK003477  ,10.6,10.6
687,WK003479  ,       .,       .
689,WK003485  ,7.9,7.9
692,WK003496  ,       .,       .
695,WK048401  ,1.7,11
707,WK048402  ,1.2,12.3
719,WK048403  ,2,13.3
727,WK048404  ,2.2,12.1
733,WK048405  ,2.6,13.2
740,WK048406  ,1.7,14
746,WK048407  ,4.7,13.3
749,WK048408  ,4.1,12.9
763,WK048409  ,6.9,14.9
765,WK048431  ,5,5
770,WK048445  ,7.2,17.2
775,WK048470  ,8.9,9.2
791,WK048471  ,3.3,12.3
795,WK048491  ,9.8,9.8
801,WK048494  ,6.4,7.8
806,WK048496  ,5.1,8.1
812,WK172301  ,13.9,13.9
820,WK172302  ,11.9,11.9
828,WK172303  ,9.3,9.3
830,WK172304  ,9.3,9.3
833,WK172305  ,6.7,6.7
835,WK172306  ,6.5,6.5
838,WK195901  ,10.6,10.6
850,WK195902  ,9.4,9.4
854,WK195903  ,10.9,10.9
858,WK195904  ,12.7,12.7
863,WK195905  ,11.4,11.4
867,WK195906  ,12.4,12.4
872,WK195907  ,14.8,14.8
875,WK195908  ,14.1,14.1
878,WK195909  ,14.3,14.3
881,WK195910  ,15.7,15.8
885,WK195911  ,14.9,15.2
888,WK195912  ,11.3,11.3
894,WK195913  ,12.5,14.8
899,WK195914  ,10.7,12.9
905,WK195915  ,11.3,11.3
908,WK195916  ,9.5,9.5
911,WK195917  ,7.7,7.7
914,WK195918  ,6.3,6.3
917,WK195919  ,9.7,9.7
921,WK006000  ,46.5,46.5
930,WK030701  ,2.6,2.6
940,WK030702  ,2.9,2.9
944,WK030703  ,2.2,2.2
955,WK030704  ,1.8,1.8
958,WK030705  ,2.1,2.1
961,WK030706  ,1.7,1.7
965,WK030707  ,2.9,2.9
969,WK030708  ,1.9,1.9
973,WK030709  ,2.1,2.1
979,WK030710  ,3.4,3.4
985,WK030711  ,4.2,4.2
988,WK030712  ,5.7,6.8
994,WK030713  ,4.1,4.4
998,WK030714  ,3.4,4
1003,WK030715  ,3.6,3.7
1008,WK030716  ,4.1,4.1
1013,WK030717  ,4.3,4.3
1022,WK030718  ,4.2,4.2
1028,WK030719  ,2.2,2.2
1036,WK030720  ,4.1,4.1
1045,WK030721  ,4.2,4.2
1055,WK030722  ,4.1,4.1
1057,WK030724  ,4.1,4.1
1064,WK030725  ,5.3,5.3
1067,WK030726  ,4.8,7.6
1072,WK030727  ,2.8,2.8
1076,WK030728  ,5.7,6.2
1082,WK030729  ,4.7,7.3
1086,WK030730  ,5.1,6.4
1089,WK030731  ,5.3,7.3
1097,WK030732  ,       .,       .
1099,WK030733  ,       .,       .
1104,WK030734  ,5.4,5.4
1109,WK036201  ,2.5,2.5
1112,WK036202  ,3.4,3.4
1115,WK036203  ,2.7,2.7
1120,WK036204  ,2,2
1122,WK036205  ,3.1,3.1
1125,WK036206  ,2.4,2.4
1130,WK036207  ,3.3,3.3
1133,WK036208  ,2.1,2.1
1140,WK036209  ,0.9,0.9
1146,WK036210  ,2.6,2.6
1152,WK036211  ,4.1,4.1
1159,WK036212  ,5.1,5.1
1164,WK036213  ,4.4,5
1167,WK036214  ,3,3
1171,WK036300  ,1.1,3.2
1177,WK036301  ,0.8,3.7
1186,WK036302  ,1,3.9
1191,WK036303  ,1.5,2.6
1199,WK036304  ,1.7,2.6
1209,WK036305  ,2,4.5
1216,WK036306  ,1.5,3.8
1228,WK036307  ,1.8,2.4
1237,WK036308  ,1.4,1.4
1242,WK036309  ,2.3,2.3
1251,WK036310  ,4.5,5.8
1260,WK036311  ,3.4,3.4
1268,WK036312  ,3.4,5.4
1271,WK036313  ,3,5.1
1280,WK036314  ,2.6,3.9
1287,WK036315  ,2.6,3.2
1292,WK036316  ,1.9,3.1
1296,WK036317  ,1.8,2.9
1298,WK036318  ,2.3,2.6
1301,WK036319  ,2.3,3
1305,WK036320  ,2.5,3.4
1309,WK036321  ,3,3
1312,WK036322  ,2.2,3.6
1315,WK036323  ,2,2
1321,WK036324  ,2.2,2.3
1327,WK036325  ,2.1,2.1
1332,WK036326  ,2.1,2.1
1336,WK036327  ,1.2,1.2
1340,WK036328  ,0.7,0.7
1345,WK036329  ,1.5,1.5
1349,WK036330  ,1.1,1.1
1352,WK036331  ,2,2
1356,WK036332  ,2.5,2.5
1361,WK036333  ,3.4,3.4
1373,WK036334  ,4.8,4.8
1380,WK036335  ,7,7
1386,WK036336  ,2.9,2.9
1389,WK036337  ,2.3,2.3
1396,WK036338  ,1.7,1.7
1399,WK036339  ,1.4,1.4
1404,WK036340  ,2.1,2.1
1408,WK036341  ,1.3,1.3
1413,WK036342  ,1.7,1.7
1418,WK036343  ,2.3,2.3
1421,WK036344  ,2.6,2.6
1428,WK036345  ,2.3,2.3
1431,WK036346  ,2.6,2.6
1436,WK036347  ,2.8,3.1
1447,WK036348  ,1.8,1.8
1454,WK036349  ,2.7,2.7
1461,WK036350  ,7.3,9
1467,WK036351  ,7.7,8.4
1471,WK036352  ,3,3
1478,WK036353  ,2.4,2.4
1481,WK036354  ,3,3
1487,WK036355  ,2.1,2.1
1496,WK036356  ,2.7,2.7
1506,WK036357  ,3.5,3.5
1510,WK036358  ,3.6,3.6
1518,WK036359  ,2.1,2.1
1521,WK036360  ,2.2,2.2
1525,WK036361  ,3.3,3.3
1530,WK036362  ,3.2,3.2
1533,WK036363  ,2.6,2.6
1535,WK036364  ,3,3
1541,WK036365  ,3.6,3.6
1546,WK036366  ,3.9,3.9
1553,WK036367  ,2.9,2.9
1556,WK036368  ,3.3,3.3
1563,WK036369  ,2.2,2.2
1570,WK036370  ,0.9,0.9
1577,WK036371  ,2.8,2.8
1583,WK036372  ,3.5,3.5
1587,WK036373  ,6.3,6.3
1598,WK036374  ,1.5,1.5
1602,WK036375  ,2.1,2.1
1607,WK036376  ,2.2,2.2
1610,WK036377  ,2,2
1617,WK036378  ,3.3,3.3
1623,WK036379  ,4.2,4.2
1626,WK036380  ,4.9,4.9
1630,WK036381  ,3,3
1636,WK036382  ,3.4,3.4
1641,WK036383  ,4.3,4.3
1644,WK036384  ,4.2,4.2
1648,WK036385  ,1.5,1.5
1652,WK036386  ,0.9,0.9
1659,WK036387  ,2.2,2.2
1666,WK036388  ,2,2
1677,WK036389  ,1.5,1.5
1682,WK036390  ,1.7,1.7
1689,WK036391  ,2.7,2.7
1694,WK036392  ,0.8,0.8
1702,WK036393  ,3.7,3.7
1714,WK036394  ,4.5,4.5
1729,WK036395  ,3.5,3.6
1733,WK036396  ,1.9,1.9
1741,WK036397  ,3.7,3.7
1746,WK036398  ,3.9,7.4
1750,WK020001  ,2.6,4.8
1753,WK020002  ,1.3,4.1
1761,WK020003  ,1.7,1.9
1773,WK020004  ,3.2,3.2
1783,WK020005  ,5.5,5.6
1792,WK020006  ,5.6,7.2
1801,WK020007  ,5.5,7.7
1811,WK020008  ,3.2,6.4
1821,WK020010  ,13.4,17.4
1826,WK020011  ,6.4,9
1831,WK020012  ,9.6,9.6
1836,WK020013  ,9.7,10.1
1840,WK020014  ,4.2,4.2
1845,WK020015  ,5.2,5.2
1849,WK020016  ,8.5,8.7
1854,WK020017  ,6.9,10.3
1862,WK020201  ,2.9,2.9
1869,WK020202  ,2.8,2.8
1873,WK020203  ,3.8,3.8
1880,WK020204  ,3.2,4.4
1884,WK020205  ,2.2,5.1
1889,WK020206  ,1.7,1.7
1893,WK020207  ,2.2,2.2
1898,WK020208  ,3,3
1905,WK020209  ,1.1,1.1
1908,WK020210  ,2.7,2.7
1910,WK020211  ,2.4,2.4
1914,WK020212  ,2.4,2.4
1921,WK020213  ,5.2,5.2
1926,WK020214  ,3.4,3.4
1930,WK020215  ,4.4,4.4
1933,WK020216  ,3.2,4.9
1936,WK020217  ,3.6,5.3
1940,WK020218  ,3.3,5.7
1947,WK020219  ,1.8,6.5
1951,WK020220  ,1.9,6.8
1953,WK020221  ,2.8,7.5
1957,WK020222  ,2.2,8.5
1960,WK020223  ,1.4,8
1965,WK020224  ,4.2,9.9
1970,WK010600  ,1.6,1.8
1984,WK010601  ,1.5,3.2
1991,WK010602  ,0.8,3.2
1998,WK010603  ,1.8,1.8
2010,WK010604  ,1.7,4.3
2015,WK010605  ,3,3.1
2026,WK010606  ,2.4,4.9
2032,WK010607  ,3.4,5
2051,WK010608  ,4.6,6.1
2070,WK010699  ,4.6,5.7
2090,WK074301  ,8.4,12.5
2094,WK074302  ,10.3,16.4
2097,WK074303  ,8.8,12.8
2101,WK074304  ,9.7,13.7
2107,WK074305  ,10.1,13.4
2112,WK074306  ,9.5,12.3
2116,WK074307  ,9.8,11.4
2119,WK074308  ,12.5,15.8
2122,WK074309  ,       .,       .
2124,WK074310  ,7.4,11.8
2127,WK074311  ,8,11.4
2130,WK074401  ,19.4,19.4
2138,WK074402  ,17.9,17.9
2141,WK074403  ,27,27
2144,WK030800  ,1.5,8.2
2153,WK030801  ,1.8,8.2
2161,WK030802  ,1,6.9
2164,WK030804  ,3.7,4.4
2167,WK030805  ,5.8,5.8
2171,WK048901  ,3.6,3.6
2175,WK048902  ,3.9,3.9
2180,WK048903  ,4.5,4.5
2182,WK048904  ,4.9,4.9
2185,WK048905  ,4.7,4.8
2189,WK048906  ,4,5
2191,WK048907  ,3.3,3.7
2193,WK048908  ,3.3,4.4
2196,WK048909  ,2.6,4.4
2202,WK048910  ,3.1,3.1
2204,WK048911  ,3,3.9
2206,WK048912  ,2.8,4.7
2210,WK048913  ,1.6,5.3
2212,WK048914  ,0.8,6.2
2217,WK048915  ,2,6.9
2219,WK048916  ,2.5,6.7
2221,WK048917  ,3.1,6.2
2223,WK048918  ,1.7,5.3
2225,WK048919  ,2.3,4.7
2227,WK048920  ,2.8,4.4
2229,WK048930  ,2,2.2
2235,WK048931  ,3.7,5.6
2241,WK048950  ,3.6,4.2
2257,WK020354  ,1.8,15.7
2276,WK020355  ,6.9,19
2289,WK020356  ,6.7,18.1
2293,WK020357  ,8.3,16.5
2296,WK020358  ,7.7,13.4
2300,WK020359  ,10.3,20
2303,WK020360  ,6.4,11.8
2306,WK020361  ,5.5,14
2309,WK020362  ,13.4,15
2312,WK020363  ,6,13.1
2315,WK088800  ,6,6
2319,WK088801  ,7.9,7.9
2326,WK195400  ,4.1,10.8
2332,WK195401  ,9,9.8
2338,WK195402  ,9.4,9.7
2341,WK195403  ,10.7,10.9
2345,WK195404  ,9.9,10.5
2349,WK195405  ,5.7,6.4
2357,WK195406  ,5.9,7.8
2363,WK088900  ,1,11.1
2368,WK088901  ,3.7,10.4
2374,WK194500  ,6.3,6.3
2379,WK194501  ,5.1,5.1
2383,WK194502  ,11.4,11.4
2386,WK194503  ,11.6,11.6
2389,WK194504  ,10.6,10.6
2391,WK194505  ,9.2,9.2
2404,WK194506  ,3.2,3.2
2407,WK194507  ,15.1,15.1
2410,WK194508  ,12.4,12.4
2414,WK194509  ,17.9,17.9
2420,WK194510  ,9.2,9.2
2424,WK194511  ,8.5,8.5
2426,WK194512  ,4.7,4.7
2429,WK172400  ,13.2,13.2
2447,WK172401  ,16.5,16.5
2449,WK172402  ,17.8,17.8
2461,WK172403  ,8.2,8.2
2468,WK172404  ,10.7,10.7
2478,WK172405  ,14.8,14.8
2484,WK172406  ,14,14
2496,WK089301  ,13.5,13.5
2499,WK089302  ,11.8,11.8
2502,WK089303  ,13.7,13.7
2506,WK089304  ,9.8,9.9
2509,WK089305  ,15,15
2512,WK089306  ,14,14
2516,WK089307  ,16.7,17
2520,WK037301  ,3.6,6.2
2538,WK037302  ,9,11.5
2540,WK037303  ,4.6,6.8
2542,WK037304  ,8.9,10.1
2547,WK037305  ,5.1,8.4
2550,WK037306  ,6.6,7.8
2555,WK037307  ,9.3,11.8
2564,WK074800  ,2.7,2.7
2572,WK074801  ,3.8,3.8
2577,WK074802  ,1.8,1.8
2587,WK074803  ,4,4
2594,WK074804  ,6.1,6.6
2603,WK074805  ,6.2,9.4
2609,WK185900  ,9,21.8
2628,WK185901  ,1.8,16
2651,WK185902  ,8.9,14.4
2656,WK185903  ,5.9,20.6
2672,WK185904  ,9.4,18.4
2687,WK172101  ,4.1,9.6
2708,WK172102  ,10.6,10.7
2720,WK172103  ,5.1,5.1
2731,WK172104  ,6.1,9.3
2735,WK172105  ,9,9.4
2742,WK172106  ,5.1,5.1
2747,WK075300  ,9.5,9.5
2768,WK020901  ,8.4,8.4
2795,WK020902  ,10,11.2
2805,WK020903  ,6.3,6.3
2811,WK020904  ,7,13.9
2817,WK037500  ,1.3,1.3
2824,WK037501  ,0.8,0.8
2828,WK037502  ,1.7,1.7
2832,WK037503  ,1.8,1.8
2837,WK037504  ,1.4,1.4
2840,WK037505  ,2.2,2.2
2844,WK037506  ,3,3
2847,WK037507  ,2.8,2.8
2852,WK037508  ,4.4,4.4
2855,WK037509  ,2.8,2.8
2859,WK037510  ,3.2,3.2
2865,WK031001  ,6.4,10.2
2868,WK031002  ,6.3,6.3
2871,WK031003  ,7.3,9.1
2875,WK031004  ,3.2,6.1
2878,WK031005  ,5.7,5.7
2880,WK031006  ,6.6,6.6
2884,WK031007  ,5.5,5.5
2888,WK031008  ,4.3,4.3
2892,WK031009  ,3.1,3.1
2896,WK031010  ,2.5,2.5
2900,WK172800  ,16.7,16.7
2911,WK172801  ,16.6,16.6
2914,WK172802  ,13.8,13.8
2923,WK172803  ,11.8,11.8
2927,WK172804  ,14,14
2931,WK037601  ,5.5,5.5
2942,WK037700  ,4,4
2950,WK037701  ,4.8,4.8
2954,WK037702  ,5.4,5.4
2959,WK037703  ,5.4,8.6
2962,WK037704  ,5,6.4
2970,WK190101  ,0.9,9.9
2977,WK190102  ,1.9,8.8
2997,WK190103  ,5.6,7.4
3000,WK190104  ,5.1,5.5
3006,WK190105  ,4.2,4.2
3022,WK190106  ,8.4,8.7
3027,WK190107  ,6.4,6.4
3032,WK075500  ,6.6,10.7
3039,WK075501  ,9,13.7
3043,WK168100  ,8.5,8.5
3046,WK168101  ,13,13
3052,WK168102  ,18.9,18.9
3054,WK168103  ,12.5,12.5
3056,WK168179  ,10.5,10.5
3059,WK168180  ,14.5,14.5
3064,WK168181  ,14.4,14.4
3066,WK168182  ,16,16
3074,WK168183  ,12.2,12.2
3076,WK168184  ,10.8,10.8
3078,WK168185  ,13.3,13.3
3081,WK168186  ,11.5,11.5
3084,WK168187  ,12.8,12.8
3087,WK168188  ,4.1,4.1
3090,WK168189  ,8.4,8.4
3092,WK168190  ,16.7,16.7
3095,WK168191  ,17.7,17.7
3097,WK168192  ,17,17
3099,WK168193  ,19.6,19.6
3101,WK168194  ,14,14
3103,WK168195  ,13.2,13.2
3108,WK168196  ,7.8,7.8
3111,WK168197  ,5.9,5.9
3118,WK168198  ,10,10
3123,WK168199  ,12.3,12.3
3127,WK014700  ,5.9,5.9
3138,WK014701  ,7.1,7.1
3145,WK065401  ,11,11
3148,WK065402  ,16.7,16.7
3152,WK065403  ,13,13
3155,WK065404  ,15,15
3158,WK065405  ,8.6,8.6
3161,WK065406  ,8.5,8.5
3164,WK065407  ,8.1,8.1
3167,WK065408  ,11.8,13.2
3170,WK065409  ,11.9,14.4
3174,WK065410  ,7.1,7.1
3177,WK065411  ,11.6,11.6
3180,WK065412  ,11.2,11.2
3183,WK065413  ,4.4,4.4
3186,WK065414  ,4.6,4.6
3189,WK065415  ,13.2,13.2
3193,WK075700  ,1.7,12.4
3204,WK075701  ,4.1,14.9
3207,WK075702  ,5.1,15.4
3213,WK075730  ,4.5,10.1
3215,WK075731  ,4.6,9.6
3218,WK075800  ,2.4,2.4
3225,WK075801  ,3.7,3.7
3234,WK075802  ,1.6,1.6
3241,WK075803  ,2.2,2.2
3247,WK075804  ,3,3
3250,WK075805  ,4.4,4.5
3261,WK075806  ,7.4,7.4
3271,WK075807  ,3.3,3.3
3275,WK075808  ,4.9,4.9
3278,WK075809  ,6.4,8.1
3281,WK075810  ,4,4
3286,WK050100  ,1.7,15.8
3295,WK050101  ,2.7,13.6
3298,WK050102  ,5,11
3303,WK050103  ,5.1,15
3306,WK187600  ,9.4,9.4
3316,WK187601  ,7.4,7.4
3323,WK187602  ,7.9,8.4
3332,WK187603  ,7.8,8.7
3344,WK187604  ,5.1,7.6
3357,WK021301  ,9.9,9.9
3361,WK021302  ,9.7,10
3363,WK021303  ,6.7,7
3382,WK021304  ,4.9,9.1
3386,WK021305  ,7.9,10.9
3390,WK021306  ,7.4,12.9
3403,WK089901  ,3.1,9.8
3410,WK089902  ,1.8,10.7
3422,WK089903  ,1,10.7
3434,WK089904  ,1.8,8.7
3441,WK089905  ,1.2,10
3454,WK031200  ,4.1,4.1
3459,WK031201  ,6,6.3
3462,WK031202  ,6.1,9.8
3466,WK031300  ,1.4,8.9
3478,WK021400  ,7.6,7.8
3488,WK021401  ,5.9,13.6
3492,WK021402  ,4.4,4.4
3500,WK021403  ,10.4,10.7
3507,WK021404  ,9.1,11.8
3512,WK021405  ,10.2,10.4
3520,WK021406  ,8.8,11.2
3525,WK050201  ,3.7,3.8
3536,WK050202  ,3,3
3544,WK050203  ,3.6,3.6
3552,WK050204  ,4.9,5
3562,WK050205  ,4.4,4.7
3570,WK050206  ,2,2
3582,WK050207  ,4.1,4.2
3593,WK050208  ,4,4.8
3604,WK050209  ,3.8,4
3614,WK038300  ,4.9,8.8
3617,WK038301  ,4,9.7
3620,WK038302  ,4.3,10
3624,WK038303  ,5.6,7.9
3627,WK038304  ,4.9,10
3632,WK038305  ,5.8,9.8
3635,WK038306  ,8.9,13.2
3637,WK038307  ,0.9,7.6
3642,WK010910  ,1.6,15.5
3658,WK010911  ,5,15.3
3661,WK010912  ,7.5,15
3664,WK010913  ,4.4,18.9
3666,WK010914  ,7,17.7
3668,WK010920  ,6.1,16.3
3679,WK010930  ,12.5,15.2
3689,WK010940  ,11.4,11.5
3708,WK010950  ,15,15.1
3720,WK170600  ,1.5,11.4
3726,WK170601  ,1.9,12.3
3730,WK170602  ,3.5,11.2
3734,WK170603  ,7.4,10.2
3740,WK170604  ,5.1,12.8
3743,WK170605  ,3.2,13.6
3747,WK021600  ,1.3,17
3759,WK021601  ,2.5,16.6
3770,WK014801  ,11.2,12.4
3790,WK014802  ,14.1,14.8
3802,WK014803  ,9.4,18.6
3810,WK189100  ,21.5,21.5
3816,WK189101  ,24.7,24.7
3821,WK189102  ,19.6,19.6
3827,WK189103  ,19.8,19.8
3832,WK050311  ,2.6,2.6
3843,WK050312  ,3.6,3.6
3853,WK050313  ,1.9,1.9
3862,WK050314  ,2.1,2.1
3871,WK050316  ,4.7,4.7
3877,WK050322  ,2.8,2.8
3884,WK050323  ,3.3,3.3
3891,WK050324  ,1.8,1.8
3901,WK050325  ,1.4,1.4
3913,WK050326  ,3.6,3.6
3915,WK050327  ,2.2,2.2
3920,WK050328  ,3.4,3.4
3931,WK050329  ,5.2,5.2
3936,WK076200  ,2.1,12
3946,WK076201  ,4.6,10.2
3949,WK076202  ,7.3,16.8
3952,WK076203  ,9.3,19.6
3955,WK076204  ,8.8,20.7
3959,WK015001  ,3.4,3.4
3967,WK015002  ,5.1,5.1
3969,WK015003  ,4.4,4.4
3976,WK015004  ,2.7,2.7
3984,WK015005  ,4.5,4.5
3987,WK015006  ,2.8,2.8
3994,WK015007  ,2.8,2.8
4001,WK015008  ,3.1,3.1
4005,WK015009  ,3.1,3.1
4013,WK015010  ,4.2,4.2
4024,WK015011  ,5.7,5.7
4028,WK015012  ,2.1,2.1
4031,WK015013  ,11,11
4033,WK015014  ,7.3,7.3
4037,WK015015  ,9,9.1
4044,WK038401  ,6.6,6.6
4051,WK038402  ,5,5
4060,WK038403  ,4.8,4.8
4069,WK038404  ,       .,       .
4071,WK038405  ,5.5,5.5
4076,WK038406  ,5.9,5.9
4080,WK038407  ,5.5,5.5
4084,WK038408  ,6.8,7.7
4090,WK198001  ,6.3,13
4096,WK198002  ,5,11.9
4102,WK198003  ,3.9,10.7
4109,WK198004  ,2.7,9.3
4117,WK198005  ,3.8,6.6
4121,WK198006  ,7,7.6
4124,WK198010  ,1.3,9.7
4126,WK198011  ,2.8,11.4
4129,WK198012  ,1.2,9.7
4131,WK198013  ,2.2,10.3
4135,WK198014  ,2.2,10.7
4138,WK198015  ,1.5,8.5
4140,WK198016  ,1.9,9.3
4142,WK198017  ,2.2,8.9
4144,WK198018  ,0.7,9
4148,WK198019  ,1.4,9.3
4152,WK198020  ,2.3,10.8
4158,WK198021  ,2.3,7.8
4161,WK198022  ,3.1,9.2
4164,WK198023  ,3.3,8
4166,WK198024  ,4,7.9
4170,WK198025  ,3.8,7.3
4174,WK198026  ,3.8,11.6
4177,WK198027  ,5.7,14.2
4181,WK198028  ,3.4,10.1
4185,WK177410  ,10.4,21.7
4197,WK177411  ,17,28.2
4201,WK177412  ,13.8,24.7
4204,WK177413  ,11.3,19.9
4207,WK177414  ,12.8,24.2
4210,WK177415  ,12.7,22
4221,WK177416  ,8.3,14.3
4229,WK177417  ,6,17.2
4232,WK177418  ,10.3,10.8
4235,WK177419  ,7.2,7.9
4238,WK177420  ,15,21.4
4240,WK177421  ,14.8,23.7
4243,WK022101  ,1.3,10.6
4256,WK022201  ,1.4,1.6
4263,WK022202  ,2.4,2.4
4271,WK022203  ,1.7,2.5
4275,WK022204  ,2.2,4.6
4284,WK022205  ,1.3,2.6
4290,WK022206  ,3.6,3.6
4300,WK022207  ,3.6,3.9
4313,WK022208  ,1.9,1.9
4318,WK022209  ,1,1
4329,WK022211  ,5.2,8
4337,WK022231  ,7.3,7.7
4352,WK076601  ,7.1,7.1
4368,WK076602  ,7.3,7.3
4372,WK050501  ,3.6,3.6
4388,WK050502  ,3.3,3.3
4396,WK050503  ,2.5,2.5
4405,WK050504  ,1.8,1.8
4413,WK050505  ,2.2,2.2
4425,WK050506  ,4.7,4.7
4435,WK050507  ,2.9,2.9
4448,WK050508  ,1.9,1.9
4452,WK050509  ,2.2,2.2
4464,WK050510  ,2.5,2.5
4479,WK050511  ,4.6,4.6
4493,WK050519  ,4.6,4.6
4512,WK050598  ,6.7,6.7
4518,WK049800  ,7.7,11.4
4530,WK049801  ,8.2,8.2
4534,WK049802  ,5.6,5.6
4536,WK049803  ,8.1,12.8
4542,WK049804  ,10,10
4545,WK049805  ,7.1,7.1
4547,WK049806  ,9.8,10.7
4551,WK049807  ,11,12.3
4554,WK171901  ,9.9,9.9
4559,WK171902  ,8,8
4570,WK171903  ,8.8,8.8
4580,WK171904  ,10.7,10.7
4584,WK171905  ,11.9,11.9
4590,WK171906  ,16.5,16.5
4599,WK030301  ,2.1,17.9
4605,WK030302  ,2.6,19.2
4610,WK030303  ,3.6,18.6
4616,WK030304  ,4.9,18.1
4623,WK030305  ,7.3,22.6
4627,WK030306  ,12.7,17.3
4638,WK030307  ,7.1,17.5
4649,WK022500  ,1.5,18.4
4656,WK022501  ,2.8,17.4
4659,WK022502  ,2.3,17.4
4663,WK022503  ,4.5,16.7
4667,WK022504  ,5.5,19.1
4672,WK022601  ,       .,       .
4674,WK022602  ,5,5.4
4676,WK022603  ,4.9,4.9
4685,WK022604  ,6,6
4688,WK022605  ,4.8,4.8
4690,WK022606  ,7.9,8
4693,WK171101  ,5.7,10.4
4703,WK171102  ,4.6,11.9
4706,WK171103  ,5.3,11
4710,WK171104  ,6.5,14.1
4718,WK171105  ,0.8,14.3
4734,WK171106  ,7.9,14.1
4738,WK171107  ,1.9,14.5
