ID,WijkenEnBuurten,AfstandTotZiekenhuis_11,AfstandTotZiekenhuis_15
16198,WK194933  ,12.7,23.3
16200,WK194934  ,7.5,7.5
16203,WK194935  ,12.8,12.8
16208,WK194936  ,18.2,19
16213,WK194937  ,19.6,19.6
16215,WK194938  ,12.4,25.1
16218,WK194939  ,17.5,17.5
16221,WK194940  ,14.5,17.2
16223,WK194941  ,8.7,26.7
16225,WK194942  ,14.6,18.8
16228,WK194943  ,12.8,18.6
16230,WK194944  ,9.8,25.3
16235,WK194945  ,15.2,15.2
16237,WK194946  ,16,16
16239,WK194947  ,16.2,16.4
16242,WK194948  ,11.5,18.6
16245,WK194949  ,14.6,22.7
16249,WK194950  ,14.6,14.6
16252,WK194951  ,19.7,22.1
16254,WK194952  ,16.5,16.5
16256,WK194953  ,15,15
16260,WK194954  ,14.5,17.8
16263,WK194955  ,14.3,16.4
16266,WK086600  ,3.3,5.3
16273,WK086700  ,2.1,2.1
16288,WK086701  ,4.1,4.1
16294,WK086702  ,8.2,8.2
16300,WK062701  ,6.9,7
16307,WK062702  ,6.7,7
16312,WK062703  ,6.4,6.6
16317,WK062704  ,5.4,5.5
16327,WK028901  ,2.5,6.2
16332,WK028902  ,2.1,5.1
16335,WK028903  ,1.7,6.6
16338,WK028904  ,1.7,5.7
16341,WK028905  ,1.6,7.4
16346,WK028906  ,0.9,6.3
16351,WK028907  ,1.5,6
16354,WK028908  ,1,7.8
16357,WK028909  ,0.6,7.1
16360,WK028910  ,1.3,6.8
16364,WK028911  ,3.8,5.9
16366,WK028912  ,3.3,7.2
16373,WK062900  ,3.8,5.2
16384,WK062901  ,1,7.2
16397,WK085200  ,6.3,9.9
16408,WK085201  ,3.6,9.8
16410,WK085202  ,14.6,17.7
16413,WK085203  ,7.8,7.9
16417,WK085204  ,5.6,5.6
16420,WK085205  ,4.7,4.7
16423,WK098801  ,2.9,2.9
16429,WK098802  ,3,3
16435,WK098803  ,1.9,1.9
16439,WK098811  ,0.6,0.6
16442,WK098812  ,0.9,0.9
16444,WK098813  ,1,1
16447,WK098814  ,1.4,1.4
16450,WK098821  ,1.9,1.9
16453,WK098822  ,1.8,1.8
16456,WK098823  ,1.9,1.9
16458,WK098824  ,2,2
16462,WK098825  ,2.8,2.8
16465,WK098831  ,5.2,5.2
16468,WK098832  ,5.5,5.5
16471,WK098833  ,5.5,5.5
16474,WK098834  ,7.5,7.5
16478,WK045700  ,1.1,9.3
16481,WK045701  ,1.7,9.4
16486,WK045702  ,1.1,9.9
16489,WK045703  ,1.7,9.5
16494,WK045704  ,2.3,9
16497,WK045707  ,3.3,11
16499,WK045708  ,3.7,11.5
16501,WK045709  ,1,10.9
16506,WK196000  ,10.9,11
16517,WK196001  ,8.7,16.6
16526,WK196002  ,6.2,18.8
16534,WK196003  ,9.2,12.7
16539,WK196004  ,11.6,11.6
16544,WK196005  ,11.2,17.9
16551,WK196006  ,10.3,13.5
16561,WK196007  ,9.1,9.1
16568,WK196008  ,3.3,14.2
16573,WK196009  ,5.1,10
16578,WK196010  ,7.6,7.8
16581,WK196011  ,9.1,13.7
16585,WK066801  ,12.3,18.1
16588,WK066802  ,7.4,16.9
16591,WK066803  ,8.4,19.5
16594,WK066804  ,8,11.3
16597,WK066805  ,5.3,14
16600,WK066806  ,15.1,16.6
16603,WK066807  ,9.9,17.9
16606,WK066808  ,11.2,11.9
16610,WK196900  ,19.6,19.6
16618,WK196901  ,22.2,22.2
16621,WK196902  ,12.9,12.9
16626,WK196903  ,17.1,17.1
16630,WK196904  ,16.4,16.4
16637,WK196905  ,18.6,18.6
16645,WK196906  ,16.2,16.2
16649,WK196907  ,13.8,13.8
16653,WK196908  ,11.5,11.5
16656,WK196909  ,9.1,9.1
16659,WK196910  ,11.4,11.4
16662,WK196911  ,14.8,14.8
16672,WK196912  ,13.9,13.9
16679,WK196913  ,15.8,15.8
16684,WK196914  ,14.4,14.4
16690,WK196915  ,22,22
16696,WK196916  ,19.9,19.9
16703,WK196917  ,10.7,10.7
16709,WK170100  ,17.9,22.8
16713,WK170101  ,14.2,23.6
16716,WK170102  ,19.8,27.6
16719,WK170103  ,19.4,19.4
16725,WK170104  ,17.8,17.8
16729,WK170105  ,20.6,20.6
16732,WK170106  ,21.8,22.1
16736,WK170107  ,20.3,21.8
16739,WK170108  ,9.2,11.5
16744,WK170109  ,13.1,14.6
16747,WK170110  ,10.2,18.1
16752,WK170111  ,10,21.8
16755,WK170112  ,8.3,20.2
16758,WK170113  ,6.6,20.5
16761,WK170114  ,12,24.7
16764,WK170115  ,9.1,22.1
16767,WK170116  ,14.8,26.4
16770,WK170117  ,16.4,27.4
16773,WK029300  ,5.6,8.3
16781,WK195000  ,18.9,18.9
16791,WK195001  ,18.5,18.5
16796,WK195002  ,13.9,13.9
16806,WK195003  ,20.8,20.8
16813,WK195004  ,15.1,15.1
16820,WK195005  ,19.1,19.1
16828,WK195006  ,16.1,16.1
16833,WK195007  ,16.8,16.8
16844,WK195008  ,18.7,18.7
16847,WK195009  ,15.8,15.8
16851,WK178301  ,1.4,9.3
16863,WK178302  ,3.1,7.4
16871,WK178303  ,4.8,11.9
16876,WK178304  ,1.4,10.9
16890,WK178305  ,4,7.9
16901,WK178306  ,4.9,5.3
16911,WK178307  ,4.4,7.5
16920,WK178308  ,4.3,6.5
16924,WK178309  ,4.9,5.4
16932,WK178310  ,4,8.7
16935,WK009800  ,12.2,13.7
16957,WK009801  ,9.7,11.2
16962,WK009802  ,13.2,14.7
16965,WK009803  ,16.1,20.2
16971,WK009804  ,14.9,22.9
16975,WK009805  ,14.5,16
16978,WK009806  ,9.6,20
16981,WK009807  ,8.3,18
16984,WK009808  ,10.4,20.4
16987,WK009809  ,14.3,20
16991,WK009810  ,13,23.2
17001,WK009811  ,14.6,24
17004,WK009812  ,16,21.3
17006,WK009813  ,17.6,25.1
17009,WK009814  ,14.6,16.1
17012,WK009815  ,13.3,14.8
17016,WK061400  ,8.2,22.1
17024,WK061401  ,6.2,20.6
17035,WK018900  ,6,6
17045,WK018901  ,7.3,7.5
17051,WK018902  ,9.9,10.9
17054,WK018903  ,5.2,8.3
17059,WK018904  ,5.6,8.5
17065,WK018905  ,5.2,10.1
17070,WK029600  ,10.7,10.7
17074,WK029601  ,9.2,9.2
17114,WK029602  ,12.1,12.1
17117,WK029603  ,10.3,17.3
17120,WK029604  ,7.1,14.9
17124,WK029605  ,9.7,12.9
17127,WK029606  ,11,11.6
17130,WK029607  ,13.1,13.2
17134,WK029608  ,7.1,7.1
17140,WK169600  ,6.7,6.7
17142,WK169601  ,7.5,7.5
17147,WK169602  ,8.5,8.9
17151,WK169603  ,8.6,8.6
17153,WK169604  ,6.5,6.5
17157,WK169605  ,10.6,11.5
17159,WK169606  ,9.5,13.8
17165,WK035200  ,8.6,14.9
17178,WK035201  ,8.4,15.6
17181,WK035202  ,5.8,14.7
17184,WK035203  ,3.8,13
17188,WK029400  ,2.1,2.1
17194,WK029401  ,5.5,5.5
17208,WK087300  ,4.6,8.3
17215,WK087301  ,0.6,9.5
17220,WK087302  ,5.8,12.2
17225,WK087303  ,9.9,17.4
17229,WK063201  ,2.2,2.2
17236,WK063202  ,3.2,3.2
17241,WK063203  ,1.7,1.7
17247,WK063204  ,4.9,5
17250,WK063205  ,3.4,3.4
17254,WK063206  ,6.9,6.9
17261,WK063207  ,4.6,4.6
17265,WK063208  ,7.6,7.7
17269,WK169000  ,7.7,7.7
17272,WK169001  ,7.3,7.3
17275,WK169002  ,9.3,9.3
17278,WK169003  ,12.6,12.6
17281,WK169004  ,11.9,12
17284,WK169005  ,12,12.2
17287,WK169006  ,10.5,10.5
17290,WK169007  ,6.4,6.4
17293,WK169008  ,11,11
17300,WK169009  ,8.7,8.7
17303,WK169010  ,13.8,13.8
17306,WK169011  ,6.4,6.4
17314,WK169012  ,8.6,8.6
17320,WK169013  ,6.6,6.6
17324,WK088000  ,5.5,7.7
17332,WK088001  ,5.1,5.1
17336,WK088002  ,7.8,8.1
17342,WK035100  ,7.2,12
17356,WK047911  ,2.3,2.3
17360,WK047912  ,3.1,3.1
17362,WK047913  ,2.7,2.7
17365,WK047914  ,1,1
17367,WK047915  ,2,2
17370,WK047916  ,3.8,3.8
17373,WK047921  ,2.6,2.6
17378,WK047922  ,2,2
17382,WK047923  ,5.4,5.4
17385,WK047931  ,2.6,2.6
17387,WK047932  ,5.5,5.5
17389,WK047941  ,4.2,4.2
17391,WK047942  ,4.9,4.9
17394,WK047951  ,3.9,7.1
17401,WK047961  ,2.4,9
17406,WK047962  ,2.5,10
17411,WK047971  ,3.9,8.2
17415,WK047972  ,1,9.5
17419,WK047981  ,5.7,7.2
17426,WK029700  ,1.3,16.2
17433,WK029701  ,10.8,15.1
17444,WK029702  ,4.8,16.9
17453,WK029703  ,10.4,16.1
17458,WK047301  ,10.8,10.8
17466,WK047302  ,9.8,9.8
17473,WK047303  ,6.9,6.9
17476,WK047304  ,8.3,8.3
17482,WK005000  ,2.4,14.4
17495,WK035501  ,1.6,1.6
17501,WK035502  ,2.8,2.8
17508,WK035503  ,3.7,3.7
17518,WK035504  ,2.5,2.5
17526,WK035505  ,5.6,5.6
17536,WK029900  ,2,2
17556,WK029901  ,6.1,6.1
17560,WK029902  ,2.9,9.3
17563,WK029903  ,6.8,8.3
17567,WK029904  ,5.6,8.4
17569,WK029905  ,6.7,6.7
17571,WK029906  ,7.5,7.5
17574,WK029907  ,9.3,9.3
17577,WK029908  ,8.9,8.9
17580,WK029909  ,11.5,11.5
17582,WK029910  ,12.4,12.4
17585,WK029911  ,14.4,14.4
17589,WK063700  ,1.7,2.8
17594,WK063701  ,2.8,4.1
17597,WK063702  ,1.4,2
17600,WK063703  ,2,2.1
17603,WK063704  ,2.7,2.7
17606,WK063705  ,4.3,5.3
17609,WK063706  ,4.4,4.4
17612,WK063708  ,3.2,3.8
17617,WK063709  ,3.4,4.5
17625,WK063800  ,7,7
17633,WK063801  ,7.7,7.7
17635,WK063802  ,6,6
17637,WK063803  ,6.8,6.8
17639,WK063804  ,6.6,6.6
17641,WK063809  ,5.6,5.6
17643,WK063810  ,3.2,3.2
17653,WK189201  ,7.9,8
17662,WK189202  ,4.5,10.7
17677,WK189203  ,5.5,6.3
17690,WK189204  ,1.5,7.6
17711,WK087900  ,11.9,17.9
17714,WK087901  ,10,16.8
17717,WK087902  ,15,20.2
17720,WK087903  ,13.3,16.3
17723,WK087904  ,7.9,12
17728,WK030100  ,4,4
17734,WK030101  ,2.4,2.4
17742,WK030102  ,3.8,3.8
17747,WK030103  ,2.2,2.2
17753,WK030104  ,2,2
17759,WK030105  ,3.2,3.2
17766,WK189600  ,13.9,16.6
17776,WK189601  ,9.9,14.8
17781,WK189602  ,13.1,13.1
17790,WK189603  ,10.9,11
17793,WK189604  ,14.4,14.4
17804,WK189605  ,10.4,11.2
17807,WK064201  ,1.9,1.9
17823,WK064202  ,2.2,2.2
17833,WK064203  ,1.3,1.3
17847,WK064204  ,2.4,2.4
17858,WK064205  ,2.9,2.9
17874,WK064206  ,2.9,2.9
17885,WK064207  ,3.5,3.5
17894,WK064208  ,6,6.1
17900,WK064209  ,5.6,5.6
17909,WK019310  ,2.6,2.6
17913,WK019311  ,2.1,2.1
17923,WK019312  ,1.1,1.1
17926,WK019313  ,2.4,2.4
17934,WK019314  ,3.8,3.8
17937,WK019320  ,5.5,5.5
17941,WK019321  ,7,7
17947,WK019322  ,6.6,6.6
17957,WK019330  ,3.8,3.8
17962,WK019331  ,4,4
17967,WK019332  ,4.6,4.6
17971,WK019340  ,2.7,2.7
17978,WK019341  ,4.8,4.8
17982,WK019350  ,5.1,5.1
17992,WK019351  ,5.1,5.1
18000,WK019352  ,8.3,8.3
