ID,WijkenEnBuurten,AfstandTotZiekenhuis_11
2,WK000300  ,3.9
10,WK000500  ,10.3
20,WK000700  ,11.8
30,WK000701  ,13.9
35,WK000702  ,7.2
46,WK000900  ,10.8
53,WK000901  ,13.2
61,WK001000  ,1.7
68,WK001001  ,7.4
74,WK001002  ,11.4
82,WK001003  ,8.2
91,WK001400  ,1.1
97,WK001401  ,3.1
105,WK001402  ,2.8
114,WK001403  ,1.8
119,WK001404  ,0.9
125,WK001405  ,2.1
133,WK001406  ,2
144,WK001407  ,1.4
152,WK001408  ,5.4
161,WK001409  ,4
172,WK001500  ,19.6
180,WK001501  ,22.2
183,WK001502  ,13
188,WK001503  ,17.7
193,WK001700  ,2.8
200,WK001701  ,6.1
210,WK001801  ,11.8
218,WK001802  ,12.1
229,WK001803  ,10.7
236,WK001805  ,7.8
239,WK001806  ,14.1
246,WK001807  ,12
249,WK001808  ,8.4
254,WK001809  ,5.7
256,WK001811  ,10.3
267,WK002200  ,16.1
274,WK002201  ,18.2
282,WK002202  ,16.1
286,WK002204  ,14.2
290,WK002205  ,12.2
293,WK002206  ,9.7
296,WK002207  ,12
300,WK002400  ,11.7
308,WK002401  ,16.3
313,WK002402  ,18.1
319,WK002403  ,12.4
328,WK002500  ,14.7
338,WK002501  ,13.8
346,WK003401  ,4.7
360,WK003402  ,2.7
381,WK003403  ,6.4
399,WK003404  ,6.8
411,WK003405  ,8.5
416,WK003406  ,
419,WK003701  ,2.5
433,WK003702  ,9.2
438,WK003703  ,9.8
443,WK003704  ,10.5
448,WK003705  ,8.5
452,WK004000  ,14.6
462,WK004001  ,15.7
468,WK004002  ,12.2
475,WK004003  ,10.1
482,WK004004  ,12.3
486,WK004700  ,1.3
495,WK004701  ,4.5
500,WK004702  ,3.4
507,WK004800  ,20.3
514,WK004801  ,14.9
521,WK004802  ,18.7
529,WK004803  ,15.4
534,WK004804  ,16.4
545,WK004805  ,18.1
548,WK004806  ,15.3
552,WK005000  ,12.8
565,WK005100  ,9.6
576,WK005101  ,4.6
582,WK005102  ,8.2
591,WK005103  ,12.9
600,WK005104  ,11.4
610,WK005105  ,9.6
614,WK005106  ,7.8
624,WK005300  ,15.7
631,WK005301  ,14.9
636,WK005302  ,20.3
643,WK005303  ,10.4
649,WK005500  ,12
669,WK005600  ,14.4
675,WK005601  ,21.2
681,WK005602  ,19.1
688,WK005603  ,10.1
694,WK005800  ,1.5
706,WK005801  ,6.7
716,WK005802  ,9.9
722,WK005803  ,11.7
730,WK005804  ,9.6
735,WK005805  ,9.3
744,WK005806  ,7.4
753,WK005807  ,6.1
761,WK005900  ,15
772,WK005901  ,14.8
779,WK005902  ,12.4
789,WK006000  ,28.7
798,WK006300  ,17.6
807,WK006301  ,15.5
814,WK006302  ,17.8
818,WK007000  ,10.6
829,WK007001  ,13.3
838,WK007002  ,14.3
846,WK007003  ,9.1
853,WK007004  ,9.1
860,WK007005  ,10.2
866,WK007200  ,1.5
875,WK007201  ,4.5
878,WK007202  ,7
882,WK007401  ,2.4
893,WK007402  ,5.7
899,WK007403  ,5.4
902,WK007404  ,11.4
910,WK007406  ,3.8
913,WK007900  ,13.4
916,WK007901  ,19.1
926,WK007902  ,9.7
932,WK007903  ,11.4
938,WK008010  ,1.8
947,WK008020  ,2.8
951,WK008021  ,3.8
955,WK008022  ,3.7
958,WK008023  ,4.8
962,WK008024  ,5
964,WK008030  ,2.8
967,WK008031  ,2.6
971,WK008032  ,2.1
976,WK008033  ,1.5
979,WK008034  ,3.3
981,WK008035  ,2.8
984,WK008036  ,4.5
988,WK008037  ,7.6
991,WK008038  ,3.5
993,WK008040  ,1.7
995,WK008041  ,1.6
997,WK008042  ,1.5
999,WK008043  ,0.5
1004,WK008044  ,1.1
1009,WK008045  ,1.8
1013,WK008046  ,1.8
1015,WK008050  ,3.9
1019,WK008051  ,5.8
1023,WK008052  ,6.7
1026,WK008053  ,2.6
1029,WK008054  ,3.6
1033,WK008060  ,2.7
1038,WK008061  ,2.6
1042,WK008062  ,3
1045,WK008063  ,3.4
1048,WK008064  ,4.3
1050,WK008065  ,4.5
1053,WK008100  ,9.9
1061,WK008101  ,7.7
1069,WK008201  ,1.5
1078,WK008202  ,6.8
1081,WK008203  ,10.2
1084,WK008204  ,8.1
1086,WK008205  ,11.5
1089,WK008206  ,8.6
1091,WK008207  ,5.9
1093,WK008208  ,3.6
1096,WK008500  ,21.1
1100,WK008501  ,17.2
1105,WK008502  ,18.8
1111,WK008503  ,18
1116,WK008504  ,19.3
1121,WK008505  ,16.9
1130,WK008600  ,12.6
1133,WK008601  ,9.4
1140,WK008602  ,11.6
1145,WK008603  ,9.3
1153,WK008604  ,7.2
1159,WK008605  ,12.8
1166,WK008800  ,34.4
1170,WK009000  ,2.9
1189,WK009001  ,7.6
1204,WK009300  ,32.1
1207,WK009301  ,37.2
1211,WK009302  ,38.9
1215,WK009303  ,40.2
1218,WK009304  ,41.4
1222,WK009305  ,44.1
1227,WK009600  ,33.2
1231,WK009800  ,13.3
1234,WK009801  ,12.1
1245,WK009802  ,16
1250,WK009803  ,15.6
1257,WK009804  ,14.3
1263,WK009805  ,15
1268,WK009806  ,9.7
1275,WK009807  ,12.5
1282,WK009808  ,13.6
1289,WK010600  ,1.5
1303,WK010601  ,2.8
1310,WK010602  ,1.9
1317,WK010603  ,1.6
1329,WK010604  ,3.1
1334,WK010605  ,3.2
1345,WK010606  ,1.8
1351,WK010607  ,1.8
1370,WK010608  ,5.6
1389,WK010699  ,3.9
1409,WK010910  ,1.3
1425,WK010911  ,4.4
1428,WK010912  ,6.8
1431,WK010913  ,4.8
1433,WK010914  ,7.5
1435,WK010920  ,5.7
1446,WK010930  ,12.3
1456,WK010940  ,11.3
1475,WK010950  ,14.8
1487,WK011400  ,4.2
1495,WK011401  ,10.4
1503,WK011402  ,12.5
1508,WK011403  ,9.9
1515,WK011404  ,12
1521,WK011405  ,6.8
1527,WK011406  ,10.9
1532,WK011407  ,10
1539,WK011408  ,9.8
1548,WK011409  ,13.4
1552,WK011410  ,10.6
1559,WK011411  ,3.6
1570,WK011412  ,10
1572,WK011413  ,11.1
1576,WK011421  ,18
1581,WK011432  ,16.1
1586,WK011805  ,3.9
1624,WK011806  ,6.5
1637,WK011900  ,3.5
1649,WK011901  ,7.9
1656,WK011902  ,4.2
1660,WK014000  ,11.7
1671,WK014001  ,15.1
1681,WK014002  ,11.9
1684,WK014003  ,13.5
1695,WK014004  ,9.7
1707,WK014110  ,3.5
1712,WK014111  ,2.9
1721,WK014112  ,4.9
1726,WK014113  ,6
1732,WK014114  ,3.3
1741,WK014115  ,2.2
1746,WK014116  ,1.7
1753,WK014117  ,3.9
1759,WK014118  ,6.7
1767,WK014119  ,1.4
1779,WK014120  ,6.2
1784,WK014121  ,4.5
1788,WK014700  ,5.9
1799,WK014701  ,7.2
1806,WK014800  ,11.9
1817,WK014801  ,10.2
1825,WK014802  ,8.4
1828,WK014803  ,9.6
1831,WK014804  ,7.5
1833,WK014805  ,12.9
1835,WK014806  ,10.2
1841,WK014807  ,13.9
1850,WK015000  ,3.5
1858,WK015001  ,4.2
1865,WK015002  ,2.5
1873,WK015003  ,4.4
1876,WK015004  ,2.7
1882,WK015005  ,1.8
1885,WK015006  ,2.9
1892,WK015007  ,3.1
1903,WK015008  ,4.1
1914,WK015009  ,4.1
1924,WK015010  ,8.7
1930,WK015300  ,1.1
