ID,WijkenEnBuurten,AantalInwoners_5
5183,WK015308  ,16715
5193,WK015309  ,9990
6276,WK015800  ,17095
6294,WK015801  ,2700
6299,WK015802  ,1275
6302,WK015803  ,1490
6305,WK015804  ,235
6307,WK015805  ,155
6309,WK015806  ,175
6311,WK015809  ,1080
6588,WK016001  ,560
6591,WK016002  ,155
6593,WK016003  ,45
6595,WK016004  ,3980
6603,WK016005  ,3460
6607,WK016006  ,295
6609,WK016007  ,375
6611,WK016008  ,2195
6617,WK016009  ,12835
6627,WK016010  ,190
6629,WK016011  ,135
6631,WK016012  ,3180
6634,WK016013  ,625
6636,WK016014  ,180
6638,WK016015  ,125
6640,WK016016  ,450
6642,WK016017  ,1485
6645,WK016018  ,175
6647,WK016019  ,2045
6652,WK016020  ,940
6655,WK016021  ,610
6657,WK016022  ,285
6659,WK016023  ,610
6661,WK016024  ,980
6664,WK016025  ,1430
6667,WK016026  ,3125
6672,WK016027  ,110
6674,WK016028  ,19675
6684,WK016029  ,1115
7214,WK016301  ,4305
7221,WK016302  ,1815
7225,WK016303  ,6340
7230,WK016304  ,8850
7239,WK016305  ,5460
7249,WK016306  ,6685
7256,WK016307  ,1090
7258,WK016308  ,595
7260,WK016309  ,790
7389,WK016400  ,2890
7393,WK016401  ,10590
7398,WK016402  ,10180
7404,WK016403  ,12120
7415,WK016404  ,8905
7420,WK016405  ,6955
7428,WK016406  ,9830
7436,WK016407  ,6925
7444,WK016408  ,10650
7451,WK016409  ,1995
8492,WK016600  ,37595
8512,WK016603  ,12460
8521,WK016604  ,775
8524,WK016605  ,875
8527,WK016606  ,1030
8529,WK016607  ,915
8531,WK016608  ,670
8533,WK016609  ,155
9637,WK016800  ,13405
9642,WK016801  ,495
9646,WK016802  ,4105
9649,WK016803  ,3910
9652,WK016804  ,970
11117,WK017101  ,26190
11136,WK017102  ,1495
11140,WK017103  ,2290
11143,WK017104  ,3775
11147,WK017105  ,1450
11152,WK017106  ,3110
11156,WK017107  ,1940
11160,WK017108  ,2455
11164,WK017109  ,1515
11168,WK017110  ,1700
11172,WK017111  ,1655
11176,WK017112  ,5
11442,WK017301  ,2465
11444,WK017302  ,2500
11446,WK017303  ,3585
11448,WK017304  ,1090
11450,WK017305  ,1810
11452,WK017306  ,3745
11454,WK017307  ,60
11456,WK017308  ,190
11458,WK017309  ,100
11460,WK017310  ,245
11462,WK017311  ,5925
11464,WK017312  ,5285
11466,WK017313  ,4540
11468,WK017314  ,155
11507,WK017501  ,12840
11534,WK017502  ,360
11537,WK017503  ,195
11539,WK017504  ,1070
11543,WK017505  ,345
11545,WK017506  ,230
11547,WK017507  ,1345
11551,WK017508  ,515
11554,WK017509  ,350
11557,WK017510  ,430
11560,WK017511  ,620
12280,WK017701  ,19880
12299,WK017702  ,2255
12302,WK017703  ,1490
12305,WK017704  ,1175
12308,WK017705  ,3670
12311,WK017706  ,1170
12314,WK017707  ,7175
12321,WK017708  ,445
12324,WK017709  ,650
13519,WK018000  ,8775
13528,WK018001  ,3730
13532,WK018002  ,410
13537,WK018003  ,1385
13543,WK018004  ,1550
13546,WK018005  ,970
13548,WK018006  ,330
13550,WK018007  ,65
14585,WK018300  ,6330
14589,WK018301  ,3600
14592,WK018302  ,1880
14596,WK018303  ,4325
14599,WK018304  ,1285
14602,WK018305  ,1600
14607,WK018306  ,1405
14611,WK018307  ,890
14813,WK018400  ,21225
16713,WK018900  ,13520
16723,WK018901  ,1440
16729,WK018902  ,1085
16732,WK018903  ,5515
16737,WK018904  ,1690
16743,WK018905  ,1285
17587,WK019310  ,4045
17591,WK019311  ,10660
17601,WK019312  ,6410
17604,WK019313  ,13010
17612,WK019314  ,4070
17615,WK019320  ,375
17619,WK019321  ,5325
17625,WK019322  ,26235
17635,WK019330  ,9865
17640,WK019331  ,13205
17645,WK019332  ,1055
17649,WK019340  ,4515
17656,WK019341  ,1155
17660,WK019350  ,14360
17670,WK019351  ,14645
17678,WK019352  ,905
91,WK019701  ,4070
104,WK019702  ,1930
109,WK019703  ,12880
117,WK019704  ,8240
1516,WK020001  ,7505
1519,WK020002  ,21735
1527,WK020003  ,15395
1539,WK020004  ,18575
1549,WK020005  ,25435
1558,WK020006  ,19165
1567,WK020007  ,24410
1577,WK020008  ,12635
1587,WK020010  ,3335
1592,WK020011  ,345
1597,WK020012  ,1500
1602,WK020013  ,3380
1606,WK020014  ,4935
1611,WK020015  ,1220
1615,WK020016  ,2005
1620,WK020017  ,3210
1628,WK020201  ,6485
1635,WK020202  ,6750
1639,WK020203  ,6175
1646,WK020204  ,8765
1650,WK020205  ,7345
1655,WK020206  ,5825
1659,WK020207  ,7360
1664,WK020208  ,8810
1671,WK020209  ,3490
1674,WK020210  ,3845
1676,WK020211  ,4505
1680,WK020212  ,7850
1687,WK020213  ,2335
1692,WK020214  ,3895
1696,WK020215  ,1390
1699,WK020216  ,4610
1702,WK020217  ,6440
1706,WK020218  ,8975
1713,WK020219  ,8110
1717,WK020220  ,2865
1719,WK020221  ,8770
1723,WK020222  ,12065
1726,WK020223  ,12550
1731,WK020224  ,13210
2023,WK020354  ,35100
2042,WK020355  ,11345
2055,WK020356  ,5740
2059,WK020357  ,2150
2062,WK020358  ,1505
2066,WK020359  ,1670
2069,WK020360  ,1445
2072,WK020361  ,620
2075,WK020362  ,275
2078,WK020363  ,145
2540,WK020901  ,17370
2567,WK020902  ,4140
2577,WK020903  ,2490
2583,WK020904  ,2155
3171,WK021301  ,660
3175,WK021302  ,345
3177,WK021303  ,8485
3196,WK021304  ,710
3200,WK021305  ,840
3204,WK021306  ,9850
3292,WK021400  ,3630
3302,WK021401  ,3940
3306,WK021402  ,3280
3314,WK021403  ,6535
3321,WK021404  ,2055
3326,WK021405  ,6925
3334,WK021406  ,645
3589,WK021600  ,16890
3601,WK021601  ,12235
3990,WK022101  ,11065
4003,WK022201  ,4450
4010,WK022202  ,6615
4019,WK022203  ,2860
4023,WK022204  ,4640
4032,WK022205  ,785
4037,WK022206  ,9855
4047,WK022207  ,8525
4061,WK022208  ,865
4066,WK022209  ,7060
4078,WK022211  ,5575
4086,WK022231  ,7035
4393,WK022500  ,12610
4400,WK022501  ,1295
4403,WK022502  ,1685
4407,WK022503  ,1795
4411,WK022504  ,1610
4416,WK022601  ,5
4418,WK022602  ,150
4420,WK022603  ,14175
4429,WK022604  ,7620
4432,WK022605  ,1985
4434,WK022606  ,1135
4544,WK022801  ,9905
4550,WK022802  ,15215
4557,WK022803  ,14035
4564,WK022804  ,6160
4568,WK022805  ,1945
4570,WK022810  ,12050
4575,WK022811  ,6800
4579,WK022812  ,7985
4584,WK022813  ,305
4591,WK022820  ,2365
4595,WK022830  ,15270
4602,WK022840  ,13775
4611,WK022850  ,3690
4614,WK022860  ,460
4617,WK022870  ,3545
4622,WK022880  ,2720
4626,WK022890  ,2310
4966,WK023001  ,12280
4975,WK023002  ,6890
4981,WK023003  ,4265
5204,WK023200  ,15685
5218,WK023201  ,3225
5221,WK023202  ,12655
5234,WK023203  ,1625
5238,WK023300  ,26225
5249,WK023301  ,790
6688,WK024301  ,2350
6691,WK024302  ,1305
6696,WK024303  ,2210
6699,WK024304  ,1475
6702,WK024305  ,6030
6707,WK024306  ,630
6710,WK024307  ,245
6713,WK024308  ,7600
6722,WK024309  ,1355
6725,WK024310  ,6795
6732,WK024311  ,4085
6737,WK024312  ,10470
6750,WK024313  ,50
6754,WK024314  ,880
6758,WK024315  ,3240
6765,WK024316  ,0
6814,WK024400  ,11375
6823,WK024401  ,850
6895,WK024600  ,12510
6906,WK024601  ,6265
7584,WK025200  ,13090
7595,WK025201  ,3475
9541,WK026200  ,12205
9549,WK026201  ,1345
9555,WK026202  ,4375
9563,WK026203  ,1755
9568,WK026204  ,10965
9576,WK026205  ,3305
9656,WK026300  ,10505
9666,WK026301  ,4805
9672,WK026302  ,5095
9676,WK026303  ,1365
9680,WK026304  ,3680
10736,WK026701  ,27585
10755,WK026702  ,1870
10760,WK026703  ,4125
10764,WK026704  ,455
10767,WK026705  ,9575
10775,WK026801  ,11710
10778,WK026802  ,33900
10787,WK026803  ,15375
10790,WK026804  ,16830
10795,WK026805  ,18670
10801,WK026806  ,23320
10806,WK026807  ,21960
10816,WK026808  ,14745
10824,WK026809  ,20870
11412,WK026900  ,7575
11422,WK026901  ,13715
11434,WK026902  ,2470
12264,WK027300  ,22440
12275,WK027301  ,1925
12364,WK027401  ,5800
12371,WK027402  ,3300
12379,WK027403  ,3395
12386,WK027404  ,145
12390,WK027405  ,970
12395,WK027406  ,770
12400,WK027407  ,575
12404,WK027408  ,4370
12408,WK027409  ,725
12411,WK027410  ,750
12417,WK027411  ,5310
12423,WK027412  ,5310
12451,WK027500  ,16645
12463,WK027501  ,8780
12471,WK027502  ,18100
12933,WK027700  ,1725
13048,WK027900  ,10130
14236,WK028100  ,19835
14248,WK028101  ,10340
14257,WK028102  ,1980
14262,WK028103  ,9765
15736,WK028500  ,2780
15745,WK028501  ,16625
15756,WK028502  ,3445
15766,WK028503  ,1940
16005,WK028901  ,4830
16010,WK028902  ,2300
16013,WK028903  ,2725
16016,WK028904  ,2035
16019,WK028905  ,3710
16024,WK028906  ,7000
16029,WK028907  ,5305
16032,WK028908  ,2470
16035,WK028909  ,3565
16038,WK028910  ,2725
16042,WK028911  ,1180
16044,WK028912  ,1790
16451,WK029300  ,15010
16866,WK029400  ,22840
16872,WK029401  ,6180
16748,WK029600  ,265
16752,WK029601  ,33845
16792,WK029602  ,725
16795,WK029603  ,650
16798,WK029604  ,1750
16802,WK029605  ,960
16805,WK029606  ,135
16808,WK029607  ,405
16812,WK029608  ,2525
17104,WK029700  ,13070
17111,WK029701  ,8275
17122,WK029702  ,6335
17131,WK029703  ,1765
17214,WK029900  ,25500
17234,WK029901  ,2235
17238,WK029902  ,1455
17241,WK029903  ,3525
17245,WK029904  ,520
17247,WK029905  ,115
17249,WK029906  ,2360
17252,WK029907  ,820
17255,WK029908  ,1060
17258,WK029909  ,3055
17260,WK029910  ,2765
17263,WK029911  ,680
17406,WK030100  ,8975
17412,WK030101  ,9975
17420,WK030102  ,5005
17425,WK030103  ,7090
17431,WK030104  ,8675
17437,WK030105  ,8390
11244,WK030200  ,22585
11254,WK030201  ,5435
4343,WK030301  ,9425
4349,WK030302  ,1905
4354,WK030303  ,6485
4360,WK030304  ,8890
4367,WK030305  ,2380
4371,WK030306  ,6620
4382,WK030307  ,6305
696,WK030701  ,5595
706,WK030702  ,1790
710,WK030703  ,11930
721,WK030704  ,145
724,WK030705  ,125
727,WK030706  ,3210
731,WK030707  ,6365
735,WK030708  ,4515
739,WK030709  ,7135
745,WK030710  ,7980
751,WK030711  ,3185
754,WK030712  ,465
760,WK030713  ,4110
764,WK030714  ,7225
769,WK030715  ,6280
774,WK030716  ,5515
779,WK030717  ,6120
788,WK030718  ,3450
794,WK030719  ,9750
802,WK030720  ,7920
811,WK030721  ,10790
821,WK030722  ,145
823,WK030724  ,14445
830,WK030725  ,310
833,WK030726  ,4935
838,WK030727  ,555
842,WK030728  ,6720
848,WK030729  ,3715
852,WK030730  ,4020
855,WK030731  ,7465
863,WK030732  ,0
865,WK030733  ,5
870,WK030734  ,1565
1910,WK030800  ,11845
1919,WK030801  ,10100
1927,WK030802  ,1625
1930,WK030804  ,935
1933,WK030805  ,285
2637,WK031001  ,1170
2640,WK031002  ,1575
2643,WK031003  ,4880
2647,WK031004  ,1940
2650,WK031005  ,4845
2652,WK031006  ,5275
2656,WK031007  ,4585
2660,WK031008  ,8190
2664,WK031009  ,6120
2668,WK031010  ,4815
3268,WK031200  ,7065
3273,WK031201  ,5725
3276,WK031202  ,2555
3280,WK031300  ,22015
4633,WK031702  ,9360
8246,WK032110  ,13850
8258,WK032111  ,10410
8270,WK032112  ,11765
8281,WK032113  ,10220
8289,WK032120  ,490
8302,WK032130  ,380
8305,WK032131  ,265
8307,WK032140  ,690
8310,WK032141  ,75
8312,WK032150  ,1640
8315,WK032151  ,445
9449,WK032700  ,8635
9460,WK032701  ,10175
9471,WK032702  ,5215
9475,WK032703  ,2630
9478,WK032704  ,360
9480,WK032705  ,3530
9621,WK033100  ,14455
10575,WK033500  ,8025
10578,WK033501  ,5170
10585,WK033502  ,700
12431,WK033900  ,5555
12478,WK034000  ,1050
12480,WK034001  ,3595
12486,WK034002  ,2815
12490,WK034003  ,3815
12494,WK034004  ,50
12496,WK034005  ,1185
12501,WK034006  ,985
12503,WK034007  ,1670
12507,WK034008  ,225
12509,WK034009  ,75
12511,WK034010  ,85
12513,WK034011  ,40
12515,WK034012  ,10
12517,WK034013  ,4605
13419,WK034201  ,9405
13423,WK034202  ,3260
13425,WK034203  ,2395
13430,WK034204  ,6250
13436,WK034205  ,4915
13438,WK034206  ,7300
13444,WK034207  ,6170
13451,WK034208  ,7210
14826,WK034401  ,29255
14838,WK034402  ,44930
14852,WK034403  ,34155
14863,WK034404  ,39510
14875,WK034405  ,32205
14889,WK034406  ,19405
14901,WK034407  ,27770
14910,WK034408  ,38675
14918,WK034409  ,42780
14934,WK034410  ,50500
15083,WK034500  ,5215
15088,WK034501  ,15645
15097,WK034502  ,14190
15107,WK034503  ,7320
15111,WK034504  ,9430
15118,WK034505  ,15110
17020,WK035100  ,13635
16843,WK035200  ,17655
16856,WK035201  ,560
16859,WK035202  ,3275
16862,WK035203  ,2430
8427,WK035300  ,33815
17173,WK035501  ,15980
17179,WK035502  ,16520
17186,WK035503  ,14215
17196,WK035504  ,8945
17204,WK035505  ,9385
10642,WK035601  ,6385
10646,WK035602  ,5155
10649,WK035603  ,6465
10653,WK035604  ,7310
10657,WK035605  ,5980
10661,WK035606  ,650
10663,WK035607  ,1755
10665,WK035608  ,8325
10670,WK035610  ,6525
10674,WK035611  ,2970
10677,WK035612  ,1735
10679,WK035613  ,3395
10682,WK035614  ,1595
10684,WK035615  ,25
10686,WK035616  ,2285
10688,WK035618  ,25
10690,WK035620  ,165
10693,WK035621  ,475
10695,WK035622  ,40
10697,WK035623  ,25
10699,WK035624  ,1830
10701,WK035625  ,755
78,WK035800  ,12895
83,WK035801  ,9250
85,WK035802  ,9840
223,WK036101  ,14425
234,WK036102  ,13750
244,WK036103  ,7945
251,WK036104  ,12370
258,WK036105  ,7565
263,WK036106  ,15575
269,WK036107  ,12870
276,WK036108  ,8920
281,WK036109  ,5585
289,WK036110  ,6515
297,WK036111  ,4375
875,WK036201  ,5925
878,WK036202  ,3105
881,WK036203  ,11400
886,WK036204  ,3345
888,WK036205  ,3450
891,WK036206  ,9965
896,WK036207  ,805
899,WK036208  ,12195
906,WK036209  ,7995
912,WK036210  ,13005
918,WK036211  ,10585
925,WK036212  ,7745
930,WK036213  ,1205
933,WK036214  ,115
937,WK036300  ,4520
943,WK036301  ,4025
952,WK036302  ,6365
957,WK036303  ,5380
965,WK036304  ,9630
975,WK036305  ,9175
982,WK036306  ,19405
994,WK036307  ,7330
1003,WK036308  ,7545
1008,WK036309  ,13715
1017,WK036310  ,145
1026,WK036311  ,860
1034,WK036312  ,3685
1037,WK036313  ,10655
1046,WK036314  ,12910
1053,WK036315  ,2415
1058,WK036316  ,8270
1062,WK036317  ,4650
1064,WK036318  ,6735
1067,WK036319  ,6955
1071,WK036320  ,7455
1075,WK036321  ,7920
1078,WK036322  ,1775
1081,WK036323  ,3935
1087,WK036324  ,14630
1093,WK036325  ,12375
1098,WK036326  ,8080
1102,WK036327  ,5915
1106,WK036328  ,10625
1111,WK036329  ,10045
1115,WK036330  ,9100
1118,WK036331  ,12515
1122,WK036332  ,9755
1127,WK036333  ,18755
1139,WK036334  ,4985
1146,WK036335  ,15705
1152,WK036336  ,510
1155,WK036337  ,18935
1162,WK036338  ,5840
1165,WK036339  ,11020
1170,WK036340  ,6770
1174,WK036341  ,8245
1179,WK036342  ,10345
1184,WK036343  ,6835
1187,WK036344  ,11775
1194,WK036345  ,3985
1197,WK036346  ,5565
1202,WK036347  ,12535
1213,WK036348  ,11865
1220,WK036349  ,8500
1227,WK036350  ,70
1233,WK036351  ,8155
1237,WK036352  ,14835
1244,WK036353  ,5220
1247,WK036354  ,9080
1253,WK036355  ,11895
1262,WK036356  ,15535
1272,WK036357  ,3135
1276,WK036358  ,5250
1284,WK036359  ,1380
1287,WK036360  ,9445
1291,WK036361  ,8135
1296,WK036362  ,3485
1299,WK036363  ,1895
1301,WK036364  ,1670
1307,WK036365  ,12010
1312,WK036366  ,8855
1319,WK036367  ,3505
1322,WK036368  ,13560
1329,WK036369  ,11185
1336,WK036370  ,14815
1343,WK036371  ,5815
1349,WK036372  ,250
1353,WK036373  ,2415
1364,WK036374  ,3855
1368,WK036375  ,6095
1373,WK036376  ,9215
1376,WK036377  ,17795
1383,WK036378  ,16345
1389,WK036379  ,2445
1392,WK036380  ,1190
1396,WK036381  ,17150
1402,WK036382  ,15380
1407,WK036383  ,6170
1410,WK036384  ,14290
1414,WK036385  ,8090
1418,WK036386  ,14335
1425,WK036387  ,11395
1432,WK036388  ,14145
1443,WK036389  ,10730
1448,WK036390  ,13565
1455,WK036391  ,7965
1460,WK036392  ,1625
1468,WK036393  ,24565
1480,WK036394  ,29840
1495,WK036395  ,3065
1499,WK036396  ,18120
1507,WK036397  ,11235
1512,WK036398  ,1630
2129,WK037008  ,10110
2292,WK037301  ,11935
2310,WK037302  ,335
2312,WK037303  ,575
2314,WK037304  ,4530
2319,WK037305  ,2715
2322,WK037306  ,3495
2327,WK037307  ,6120
2589,WK037500  ,6260
2596,WK037501  ,3860
2600,WK037502  ,2155
2604,WK037503  ,5565
2609,WK037504  ,1490
2612,WK037505  ,3320
2616,WK037506  ,4680
2619,WK037507  ,6135
2624,WK037508  ,2175
2627,WK037509  ,145
2631,WK037510  ,6080
2703,WK037601  ,11955
2714,WK037700  ,6840
2722,WK037701  ,4395
2726,WK037702  ,4730
2731,WK037703  ,2240
2734,WK037704  ,5275
3428,WK038300  ,4840
3431,WK038301  ,5595
3434,WK038302  ,8495
3438,WK038303  ,725
3441,WK038304  ,3630
3446,WK038305  ,5010
3449,WK038306  ,160
3451,WK038307  ,7635
3886,WK038401  ,6725
3893,WK038402  ,10160
3902,WK038403  ,7470
3911,WK038404  ,5
3913,WK038405  ,4590
3918,WK038406  ,55
3922,WK038407  ,2170
3926,WK038408  ,160
4506,WK038500  ,6890
4513,WK038501  ,115
4515,WK038502  ,22745
4528,WK038503  ,545
4530,WK038504  ,3390
4533,WK038505  ,810
4535,WK038506  ,720
4537,WK038507  ,760
4539,WK038508  ,120
4541,WK038509  ,170
5098,WK038800  ,7185
5103,WK038801  ,11090
5112,WK038802  ,130
5114,WK038803  ,230
5119,WK038810  ,0
6314,WK039201  ,14160
6321,WK039202  ,13000
6330,WK039203  ,8330
6335,WK039204  ,8250
6341,WK039205  ,5700
6348,WK039206  ,1865
6352,WK039207  ,8000
6357,WK039208  ,5535
6362,WK039209  ,6735
6369,WK039210  ,8815
6375,WK039211  ,9240
6381,WK039212  ,13190
6389,WK039213  ,9075
6397,WK039214  ,5020
6402,WK039215  ,4915
6406,WK039216  ,5620
6412,WK039217  ,620
6415,WK039218  ,9865
6423,WK039219  ,7980
6430,WK039220  ,8070
6438,WK039221  ,8570
6447,WK039401  ,77890
6472,WK039402  ,31415
6484,WK039403  ,7935
6493,WK039404  ,1010
6497,WK039405  ,13290
6510,WK039406  ,735
6516,WK039407  ,4220
6521,WK039408  ,780
6525,WK039409  ,1680
6530,WK039410  ,3440
6533,WK039411  ,1000
6536,WK039412  ,2040
6539,WK039413  ,1035
6543,WK039415  ,4840
6548,WK039416  ,50
6550,WK039420  ,3470
6554,WK039421  ,330
6558,WK039422  ,2615
6827,WK039601  ,1945
6830,WK039602  ,2495
6834,WK039603  ,5605
6839,WK039604  ,1820
6847,WK039605  ,5125
6852,WK039606  ,5650
6860,WK039607  ,3045
6864,WK039608  ,4270
6868,WK039609  ,4600
6871,WK039610  ,4635
6874,WK039611  ,5
6877,WK039700  ,23715
6888,WK039701  ,2715
6892,WK039702  ,1120
6952,WK039801  ,3090
6954,WK039802  ,4295
6957,WK039804  ,1510
6959,WK039806  ,4995
6963,WK039807  ,2820
6966,WK039808  ,3395
6968,WK039809  ,1580
6971,WK039810  ,2760
6973,WK039811  ,3360
6975,WK039812  ,1245
6983,WK039813  ,3870
6986,WK039814  ,4155
6988,WK039815  ,3950
6991,WK039816  ,5505
6995,WK039817  ,4460
6998,WK039818  ,2760
7002,WK039819  ,1460
7004,WK039820  ,1355
7006,WK039830  ,1170
7008,WK039840  ,545
7010,WK039850  ,100
7111,WK039901  ,790
7113,WK039902  ,3400
7116,WK039903  ,4650
7121,WK039904  ,4135
7124,WK039905  ,6390
7129,WK039906  ,4300
7134,WK039907  ,25
7136,WK039908  ,450
7140,WK040001  ,9135
7151,WK040002  ,10710
7161,WK040003  ,3180
7167,WK040004  ,9420
7178,WK040005  ,9165
7189,WK040006  ,1675
7198,WK040007  ,375
7202,WK040008  ,12915
7680,WK040201  ,9690
7685,WK040202  ,7610
7692,WK040203  ,9095
7697,WK040204  ,17550
7703,WK040205  ,10090
7710,WK040206  ,21195
7717,WK040207  ,11170
7722,WK040208  ,4095
7724,WK040209  ,740
8091,WK040510  ,5580
8096,WK040511  ,2570
8101,WK040512  ,5910
8107,WK040513  ,7570
8117,WK040520  ,8585
8127,WK040521  ,7805
8134,WK040522  ,1335
8137,WK040530  ,3160
8144,WK040531  ,3805
8150,WK040532  ,3900
8155,WK040533  ,16615
8166,WK040534  ,10
8170,WK040535  ,6775
8177,WK040536  ,0
8319,WK040600  ,6340
8322,WK040601  ,2415
8324,WK040602  ,965
8328,WK040603  ,365
8335,WK040604  ,2750
8338,WK040605  ,1310
8342,WK040606  ,3865
