ID,WijkenEnBuurten,AantalInwoners_5
1510,WK000300  ,12000
1945,WK000500  ,10430
1990,WK000700  ,4090
2000,WK000701  ,960
2005,WK000702  ,3920
2574,WK000900  ,5995
2581,WK000901  ,1355
3528,WK001000  ,16935
3535,WK001001  ,695
3541,WK001002  ,3645
3549,WK001003  ,3785
5865,WK001400  ,22170
5874,WK001401  ,20410
5885,WK001402  ,14860
5890,WK001403  ,18515
5894,WK001404  ,11650
5900,WK001405  ,2195
5913,WK001406  ,19105
5921,WK001407  ,10990
5928,WK001408  ,12275
5942,WK001409  ,16770
5951,WK001410  ,17930
5958,WK001411  ,16570
5967,WK001412  ,16440
5980,WK001413  ,1060
5985,WK001500  ,5350
5993,WK001501  ,1140
5996,WK001502  ,2840
6001,WK001503  ,2825
6558,WK001700  ,17235
6565,WK001701  ,1840
7682,WK001801  ,6690
7690,WK001802  ,11920
7701,WK001803  ,3045
7708,WK001805  ,880
7711,WK001806  ,1635
7718,WK001807  ,980
7721,WK001808  ,835
7726,WK001809  ,25
7728,WK001811  ,8160
8585,WK002200  ,10705
8592,WK002201  ,2795
8600,WK002202  ,4495
8604,WK002204  ,400
8608,WK002205  ,165
8611,WK002206  ,650
8614,WK002207  ,315
9406,WK002400  ,3595
9414,WK002401  ,1660
9419,WK002402  ,2660
9425,WK002403  ,2125
9622,WK002500  ,7980
9632,WK002501  ,2320
404,WK003401  ,22135
418,WK003402  ,107995
441,WK003403  ,55895
459,WK003404  ,10380
469,WK003405  ,1735
474,WK003406  ,0
12758,WK003701  ,19410
12772,WK003702  ,7590
12777,WK003703  ,2875
12782,WK003704  ,1550
12787,WK003705  ,1185
12572,WK004000  ,4485
12582,WK004001  ,2250
12588,WK004002  ,3765
12595,WK004003  ,4635
12602,WK004004  ,565
13998,WK004700  ,19825
14007,WK004701  ,2070
14012,WK004702  ,5565
14478,WK004800  ,1845
14485,WK004801  ,2625
14492,WK004802  ,1115
14500,WK004803  ,710
14505,WK004804  ,9585
14516,WK004805  ,305
14519,WK004806  ,230
15695,WK005000  ,22110
15321,WK005300  ,7540
15328,WK005301  ,1560
15333,WK005302  ,2645
15340,WK005303  ,1885
15827,WK005600  ,9810
15833,WK005601  ,3930
15839,WK005602  ,2150
15846,WK005603  ,2900
3881,WK005800  ,12515
3894,WK005801  ,1690
3904,WK005802  ,1390
3910,WK005803  ,1725
3918,WK005804  ,1190
3923,WK005805  ,2355
3932,WK005806  ,2305
3941,WK005807  ,750
148,WK005900  ,12055
159,WK005901  ,3295
166,WK005902  ,12650
611,WK006000  ,3610
2371,WK006300  ,7065
2380,WK006301  ,1660
2387,WK006302  ,1795
5020,WK007000  ,9445
5031,WK007001  ,2335
5040,WK007002  ,995
5048,WK007003  ,2000
5055,WK007004  ,2105
5062,WK007005  ,3375
6575,WK007200  ,14685
6584,WK007201  ,645
6587,WK007202  ,480
6690,WK007401  ,29095
6702,WK007402  ,1805
6708,WK007403  ,1890
6711,WK007404  ,9265
6719,WK007406  ,1580
6721,WK007407  ,600
6724,WK007409  ,6045
8272,WK007900  ,5515
8275,WK007901  ,1850
8285,WK007902  ,1760
8291,WK007903  ,3680
8627,WK008010  ,5145
8636,WK008020  ,3050
8640,WK008021  ,6735
8644,WK008022  ,3485
8647,WK008023  ,670
8651,WK008024  ,385
8653,WK008030  ,3195
8656,WK008031  ,4355
8660,WK008032  ,5000
8665,WK008033  ,1695
8668,WK008034  ,1805
8670,WK008035  ,1790
8673,WK008036  ,10745
8677,WK008037  ,115
8680,WK008038  ,90
8682,WK008040  ,2475
8684,WK008041  ,940
8686,WK008042  ,795
8688,WK008043  ,2605
8693,WK008044  ,6750
8698,WK008045  ,6630
8702,WK008046  ,3615
8704,WK008050  ,6030
8708,WK008051  ,1250
8712,WK008052  ,580
8715,WK008053  ,2825
8718,WK008054  ,1145
8720,WK008056  ,0
8722,WK008058  ,5
8724,WK008060  ,80
8729,WK008061  ,4195
8733,WK008062  ,3335
8736,WK008063  ,1375
8739,WK008064  ,3890
8741,WK008065  ,35
8743,WK008069  ,5
8745,WK008070  ,2655
8751,WK008071  ,1300
8757,WK008072  ,5730
8760,WK008073  ,1345
8764,WK008100  ,8425
8772,WK008101  ,1745
11038,WK008500  ,9860
11042,WK008501  ,2445
11047,WK008502  ,1920
11053,WK008503  ,1795
11058,WK008504  ,4040
11063,WK008505  ,5500
11093,WK008600  ,7315
11096,WK008601  ,3340
11103,WK008602  ,2740
11108,WK008603  ,5805
11116,WK008604  ,6665
11122,WK008605  ,3960
12280,WK008800  ,920
12657,WK009000  ,44660
12676,WK009001  ,10780
13324,WK009300  ,2580
13327,WK009301  ,1270
13331,WK009302  ,270
13335,WK009303  ,135
13338,WK009304  ,485
13342,WK009305  ,125
14523,WK009600  ,1080
15100,WK009800  ,12750
15103,WK009801  ,990
15114,WK009802  ,440
15119,WK009803  ,780
15126,WK009804  ,675
15132,WK009805  ,1485
15137,WK009806  ,1370
15144,WK009807  ,1660
15151,WK009808  ,5355
1626,WK010600  ,5820
1640,WK010601  ,5705
1647,WK010602  ,8465
1654,WK010603  ,7730
1666,WK010604  ,3740
1671,WK010605  ,4055
1682,WK010606  ,6770
1688,WK010607  ,12530
1707,WK010608  ,11100
1726,WK010699  ,1135
3202,WK010910  ,14330
3218,WK010911  ,935
3221,WK010912  ,180
3224,WK010913  ,80
3226,WK010914  ,110
3228,WK010920  ,5565
3239,WK010930  ,4245
3249,WK010940  ,6715
3268,WK010950  ,3210
4690,WK011401  ,3445
4698,WK011402  ,790
4703,WK011403  ,7860
4710,WK011404  ,1900
4716,WK011405  ,2070
4722,WK011406  ,4830
4727,WK011407  ,4840
4734,WK011408  ,12010
4743,WK011409  ,3020
4747,WK011410  ,4885
4754,WK011413  ,2210
4758,WK011421  ,1300
4763,WK011432  ,1680
4767,WK011440  ,3745
4769,WK011441  ,2770
4772,WK011442  ,5995
4774,WK011443  ,7840
4776,WK011444  ,7375
4778,WK011445  ,1005
4780,WK011446  ,9060
4782,WK011447  ,9660
4784,WK011448  ,2085
4786,WK011449  ,990
4788,WK011450  ,3090
4790,WK011451  ,1600
4794,WK011452  ,1450
4797,WK011453  ,45
7620,WK011850  ,25025
7630,WK011851  ,14155
7641,WK011852  ,470
7644,WK011853  ,2380
7648,WK011854  ,4390
7652,WK011855  ,2125
7655,WK011856  ,1340
7658,WK011857  ,945
7661,WK011858  ,640
7664,WK011859  ,600
7667,WK011860  ,1795
7672,WK011861  ,580
7674,WK011862  ,780
9751,WK011900  ,5820
9755,WK011901  ,385
9758,WK011902  ,4110
9762,WK011903  ,6155
9767,WK011904  ,3195
9770,WK011905  ,715
9773,WK011906  ,7530
9778,WK011907  ,475
9781,WK011908  ,50
9783,WK011909  ,65
9786,WK011910  ,105
9792,WK011911  ,110
9796,WK011912  ,3740
9807,WK011913  ,320
9263,WK014000  ,3975
9274,WK014001  ,1220
9284,WK014002  ,1175
9287,WK014003  ,2830
9298,WK014004  ,1630
323,WK014110  ,5300
328,WK014111  ,6925
337,WK014112  ,5300
342,WK014113  ,5860
348,WK014114  ,6670
357,WK014115  ,3190
362,WK014116  ,7150
369,WK014117  ,3635
375,WK014118  ,11120
383,WK014119  ,13930
395,WK014120  ,1535
400,WK014121  ,1800
2650,WK014700  ,20180
2661,WK014701  ,2160
3357,WK014800  ,8665
3368,WK014801  ,2610
3376,WK014802  ,1250
3379,WK014803  ,1130
3382,WK014804  ,65
3384,WK014805  ,20
3386,WK014806  ,4745
3392,WK014807  ,9425
3581,WK015001  ,7750
3589,WK015002  ,2365
3591,WK015003  ,11800
3598,WK015004  ,10750
3606,WK015005  ,5265
3609,WK015006  ,10125
3615,WK015007  ,4435
3622,WK015008  ,6220
3626,WK015009  ,12610
3634,WK015010  ,9575
3646,WK015011  ,4570
3650,WK015012  ,5815
3653,WK015013  ,290
3655,WK015014  ,1690
3659,WK015015  ,5605
4812,WK015300  ,25040
4822,WK015301  ,12525
4830,WK015302  ,22505
4840,WK015303  ,9370
4843,WK015304  ,19770
4851,WK015305  ,8670
4856,WK015306  ,33820
4867,WK015307  ,270
4872,WK015308  ,17275
4882,WK015309  ,9100
6043,WK015800  ,17615
6061,WK015801  ,2570
6066,WK015802  ,1195
6069,WK015803  ,1405
6072,WK015804  ,240
6074,WK015805  ,155
6076,WK015806  ,170
6078,WK015809  ,975
6372,WK016001  ,545
6375,WK016002  ,165
6377,WK016003  ,40
6379,WK016004  ,3775
6387,WK016005  ,3400
6391,WK016006  ,285
6393,WK016007  ,350
6395,WK016008  ,2255
6401,WK016009  ,12390
6411,WK016010  ,195
6413,WK016011  ,130
6415,WK016012  ,3120
6418,WK016013  ,310
6420,WK016014  ,190
6422,WK016015  ,75
6424,WK016016  ,410
6426,WK016017  ,1475
6429,WK016018  ,190
6431,WK016019  ,2045
6436,WK016020  ,920
6439,WK016021  ,625
6441,WK016022  ,285
6443,WK016023  ,635
6445,WK016024  ,1000
6448,WK016025  ,1445
6451,WK016026  ,3010
6456,WK016027  ,115
6458,WK016028  ,19185
6468,WK016029  ,1075
6991,WK016301  ,4175
6998,WK016302  ,1750
7002,WK016303  ,6145
7007,WK016304  ,9005
7016,WK016305  ,5350
7026,WK016306  ,6770
7033,WK016307  ,1115
7035,WK016308  ,565
7037,WK016309  ,765
7162,WK016400  ,2825
7166,WK016401  ,10210
7171,WK016402  ,10015
7177,WK016403  ,12585
7188,WK016404  ,8850
7193,WK016405  ,6830
7201,WK016406  ,10290
7209,WK016407  ,7110
7217,WK016408  ,10400
7224,WK016409  ,1950
8129,WK016600  ,35715
8149,WK016603  ,11975
8158,WK016604  ,765
8161,WK016605  ,845
8164,WK016606  ,1015
8166,WK016607  ,825
8168,WK016608  ,630
8170,WK016609  ,175
9434,WK016800  ,13145
9439,WK016801  ,465
9443,WK016802  ,4140
9446,WK016803  ,3700
9449,WK016804  ,995
10501,WK017101  ,25640
10520,WK017102  ,1365
10524,WK017103  ,2340
10527,WK017104  ,3720
10531,WK017105  ,1400
10536,WK017106  ,2950
10540,WK017107  ,1885
10544,WK017108  ,2415
10548,WK017109  ,1390
10552,WK017110  ,1680
10556,WK017111  ,1635
10560,WK017112  ,5
10800,WK017301  ,2345
10802,WK017302  ,2545
10804,WK017303  ,3795
10806,WK017304  ,1085
10808,WK017305  ,1820
10810,WK017306  ,3680
10812,WK017307  ,70
10814,WK017308  ,200
10816,WK017309  ,100
10818,WK017310  ,260
10820,WK017311  ,6100
10822,WK017312  ,5260
10824,WK017313  ,4670
10826,WK017314  ,160
10865,WK017501  ,12290
10892,WK017502  ,320
10895,WK017503  ,215
10897,WK017504  ,1050
10901,WK017505  ,315
10903,WK017506  ,215
10905,WK017507  ,1330
10909,WK017508  ,545
10912,WK017509  ,380
10915,WK017510  ,415
10918,WK017511  ,605
11515,WK017700  ,8480
11525,WK017701  ,10535
11535,WK017702  ,3610
11538,WK017703  ,2295
11542,WK017704  ,1230
11547,WK017705  ,1465
11552,WK017706  ,1160
11555,WK017708  ,6745
11564,WK017709  ,530
11567,WK017710  ,645
12791,WK018000  ,8800
12800,WK018001  ,3290
12804,WK018002  ,395
12809,WK018003  ,1295
12815,WK018004  ,1415
12818,WK018005  ,930
12820,WK018006  ,340
12822,WK018007  ,80
13517,WK018300  ,6370
13521,WK018301  ,3515
13524,WK018302  ,1865
13528,WK018303  ,4325
13531,WK018304  ,1255
13534,WK018305  ,1545
13539,WK018306  ,1360
13543,WK018307  ,880
13750,WK018400  ,19985
15177,WK018900  ,13230
15187,WK018901  ,1415
15193,WK018902  ,1000
15196,WK018903  ,5485
15201,WK018904  ,1580
15207,WK018905  ,1235
16100,WK019310  ,3525
16104,WK019311  ,10255
16114,WK019312  ,6470
16117,WK019313  ,12725
16125,WK019314  ,2910
16128,WK019320  ,355
16132,WK019321  ,5335
16138,WK019322  ,23355
16148,WK019330  ,9970
16153,WK019331  ,13060
16158,WK019332  ,995
16162,WK019340  ,4235
16169,WK019341  ,1175
16173,WK019350  ,14715
16183,WK019351  ,14935
16191,WK019352  ,865
11749,WK019600  ,8495
11764,WK019601  ,2370
114,WK019701  ,4000
127,WK019702  ,1920
132,WK019703  ,12775
140,WK019704  ,8215
1398,WK020001  ,6465
1401,WK020002  ,21505
1409,WK020003  ,14410
1421,WK020004  ,18715
1431,WK020005  ,26375
1440,WK020006  ,18860
1449,WK020007  ,21545
1459,WK020008  ,12550
1469,WK020010  ,2915
1474,WK020011  ,340
1479,WK020012  ,1575
1484,WK020013  ,3100
1488,WK020014  ,4545
1493,WK020015  ,1205
1497,WK020016  ,1870
1502,WK020017  ,3035
1518,WK020201  ,5110
1525,WK020202  ,6525
1529,WK020203  ,5955
1536,WK020204  ,7990
1540,WK020205  ,6650
1545,WK020206  ,4665
1548,WK020207  ,7430
1553,WK020208  ,8780
1560,WK020209  ,4465
1564,WK020210  ,4005
1566,WK020211  ,3975
1570,WK020212  ,7625
1577,WK020213  ,2100
1582,WK020214  ,4045
1586,WK020215  ,1325
1589,WK020216  ,4325
1592,WK020217  ,6260
1596,WK020218  ,7695
1602,WK020219  ,8330
1607,WK020220  ,2300
1609,WK020221  ,9130
1613,WK020222  ,12395
1616,WK020223  ,12895
1621,WK020224  ,9815
1887,WK020354  ,32405
1906,WK020355  ,10350
1919,WK020356  ,5280
1923,WK020357  ,2145
1926,WK020358  ,1470
1930,WK020359  ,1570
1933,WK020360  ,1210
1936,WK020361  ,615
1939,WK020362  ,255
1942,WK020363  ,130
2280,WK020901  ,17125
2307,WK020902  ,3735
2317,WK020903  ,2470
2323,WK020904  ,1955
2917,WK021301  ,650
2921,WK021302  ,340
2923,WK021303  ,8450
2942,WK021304  ,675
2946,WK021305  ,810
2950,WK021306  ,10010
3038,WK021400  ,3625
3048,WK021401  ,3790
3052,WK021402  ,3120
3060,WK021403  ,6435
3067,WK021404  ,2110
3072,WK021405  ,6565
3080,WK021406  ,555
3347,WK021600  ,27645
3752,WK022101  ,11335
3765,WK022201  ,4145
3772,WK022202  ,6705
3781,WK022203  ,2890
3785,WK022204  ,4125
3794,WK022205  ,390
3799,WK022206  ,10285
3809,WK022207  ,7805
3823,WK022208  ,730
3828,WK022209  ,7375
