ID,WijkenEnBuurten,AantalInwoners_5,,
32456,WK048950,90,,
32520,WK049100,5130,,
32548,WK049101,1310,,
32572,WK049102,1550,,
32580,WK049103,1670,,
32596,WK049701,5210,,
32616,WK049702,2800,,
32624,WK049703,9670,,
32656,WK049704,400,,
32664,WK049705,1390,,
32676,WK049800,7750,,
32692,WK049801,1760,,
32708,WK049802,1550,,
32716,WK049803,5820,,
32748,WK049804,1290,,
32760,WK049805,920,,
32772,WK049900,15130,,
32800,WK050100,11950,,
32836,WK050101,1740,,
32848,WK050102,1880,,
32868,WK050103,20,,
32880,WK050201,10390,,
32924,WK050202,7390,,
32964,WK050203,8170,,
33000,WK050204,8080,,
33040,WK050205,6200,,
33080,WK050206,5590,,
33108,WK050207,14310,,
33152,WK050208,3040,,
33196,WK050209,2100,,
33248,WK050311,12040,,
33292,WK050312,9350,,
33332,WK050313,12840,,
33368,WK050314,9070,,
33404,WK050316,110,,
33428,WK050322,8800,,
33456,WK050323,6360,,
33484,WK050324,12670,,
33524,WK050325,13890,,
33572,WK050326,20,,
33580,WK050327,1310,,
33604,WK050328,9780,,
33648,WK050329,280,,
33668,WK050400,4950,,
33684,WK050401,2290,,
33712,WK050402,1110,,
33732,WK050501,8390,,
33796,WK050502,7750,,
33828,WK050503,10980,,
33864,WK050504,5090,,
33896,WK050505,10960,,
33944,WK050506,5290,,
33984,WK050507,6250,,
34020,WK050508,8110,,
34036,WK050509,21520,,
34084,WK050510,12280,,
34144,WK050511,20360,,
34200,WK050519,990,,
34280,WK050598,430,,
34304,WK051100,2020,,
34320,WK051101,6050,,
34352,WK051102,3440,,
34368,WK051201,5250,,
34380,WK051202,1990,,
34388,WK051203,1950,,
34396,WK051204,6620,,
34408,WK051205,2920,,
34416,WK051206,5160,,
34424,WK051207,170,,
34432,WK051208,60,,
34440,WK051209,30,,
34448,WK051210,50,,
34456,WK051211,9070,,
34476,WK051212,880,,
34484,WK051213,30,,
34492,WK051214,40,,
34508,WK051215,70,,
34516,WK051216,70,,
34524,WK051217,20,,
34532,WK051218,90,,
34540,WK051219,10,,
34548,WK051220,50,,
34556,WK051221,20,,
34568,WK051301,6440,,
34596,WK051302,9460,,
34620,WK051303,9820,,
34648,WK051304,12520,,
34684,WK051305,9580,,
34712,WK051306,10440,,
34736,WK051307,12050,,
34764,WK051308,410,,
34776,WK051309,120,,
34796,WK051801,10,,
34804,WK051802,7780,,
34812,WK051803,1990,,
34824,WK051804,12550,,
34852,WK051805,5650,,
34860,WK051806,750,,
34868,WK051807,16300,,
34892,WK051808,4750,,
34900,WK051809,13140,,
34912,WK051810,580,,
34920,WK051811,7260,,
34932,WK051812,13510,,
34948,WK051813,4790,,
34956,WK051814,4760,,
34968,WK051815,2340,,
34980,WK051816,4540,,
34988,WK051817,18680,,
35004,WK051818,14800,,
35028,WK051819,10830,,
35040,WK051820,17250,,
35052,WK051821,12470,,
35064,WK051822,10500,,
35072,WK051823,1320,,
35080,WK051824,340,,
35088,WK051825,13510,,
35108,WK051826,14600,,
35124,WK051827,9200,,
35140,WK051828,17220,,
35160,WK051829,32950,,
35176,WK051830,14150,,
35192,WK051831,17920,,
35208,WK051832,13770,,
35216,WK051833,24980,,
35236,WK051834,16690,,
35252,WK051835,0,,
35260,WK051836,18310,,
35280,WK051837,5570,,
35288,WK051838,37140,,
35316,WK051839,260,,
35324,WK051840,17760,,
35348,WK051841,190,,
35364,WK051842,23920,,
35396,WK051843,170,,
35408,WK051844,16680,,
35432,WK052300,17540,,
35456,WK053000,4790,,
35480,WK053001,6160,,
35516,WK053002,1350,,
35528,WK053003,7250,,
35548,WK053004,8700,,
35568,WK053005,6230,,
35592,WK053006,3360,,
35604,WK053007,970,,
35616,WK053008,30,,
35624,WK053009,790,,
35644,WK053101,11010,,
35660,WK053102,8330,,
35680,WK053103,6280,,
35692,WK053104,110,,
35700,WK053105,160,,
35716,WK053200,10130,,
35732,WK053201,11160,,
35756,WK053400,20490,,
35796,WK053701,13270,,
35816,WK053702,30,,
35828,WK053703,5890,,
35844,WK053704,6100,,
35864,WK053705,13820,,
35896,WK053706,3010,,
35916,WK053707,15030,,
35936,WK053708,4180,,
35956,WK054200,28910,,
35988,WK054500,20730,,
36024,WK054600,8000,,
36044,WK054601,14450,,
36088,WK054602,1940,,
36096,WK054603,12540,,
36112,WK054604,19460,,
36156,WK054605,19280,,
36192,WK054606,10620,,
36208,WK054607,3830,,
36232,WK054608,14520,,
36260,WK054609,12140,,
36284,WK054700,14630,,
36328,WK054701,3620,,
36344,WK054702,8220,,
36364,WK055302,22300,,
36456,WK055600,31390,,
36492,WK055900,17990,,
36524,WK056300,8140,,
36540,WK056700,21650,,
36584,WK056800,1300,,
36596,WK056801,2610,,
36616,WK056802,2250,,
36636,WK056803,5180,,
36652,WK056804,1220,,
36672,WK056900,10960,,
36712,WK056901,3830,,
36740,WK056902,3150,,
36768,WK056903,8830,,
36804,WK057100,9530,,
36832,WK057500,16810,,
36860,WK057501,8520,,
36888,WK057600,15360,,
36916,WK057900,22560,,
36972,WK058000,3150,,
36992,WK058001,2240,,
37016,WK058002,4710,,
37036,WK058400,23730,,
37096,WK058500,3310,,
37124,WK058501,4380,,
37156,WK058502,2120,,
37180,WK058503,3270,,
37212,WK058504,6680,,
37248,WK058505,9100,,
37288,WK058800,3860,,
37304,WK058801,1640,,
37320,WK058802,2040,,
37344,WK058803,3390,,
37380,WK058900,6410,,
37396,WK058901,910,,
37412,WK058902,1360,,
37428,WK058903,1220,,
37460,WK059000,31730,,
37504,WK059500,1730,,
37536,WK059501,7820,,
37576,WK059502,1720,,
37596,WK059503,1680,,
37616,WK059700,44650,,
37672,WK059901,30570,,
37712,WK059903,71190,,
37752,WK059904,15890,,
37780,WK059905,49650,,
37812,WK059906,41390,,
37836,WK059908,49420,,
37872,WK059910,68650,,
37916,WK059912,57950,,
37936,WK059913,4810,,
37944,WK059914,90310,,
37980,WK059915,62730,,
38028,WK059916,34900,,
38040,WK059917,9430,,
38056,WK059918,150,,
38064,WK059919,20,,
38072,WK059921,60,,
38088,WK059922,0,,
38096,WK059923,10,,
38112,WK059924,20,,
38120,WK059925,0,,
38128,WK059926,0,,
38152,WK060000,12480,,
38168,WK060301,4500,,
38180,WK060302,9660,,
38220,WK060303,5380,,
38248,WK060304,4420,,
38276,WK060305,8220,,
38312,WK060306,8010,,
38344,WK060307,3690,,
38368,WK060308,1150,,
38408,WK060309,1730,,
38440,WK060600,1880,,
38448,WK060601,10850,,
38512,WK060602,2410,,
38540,WK060603,11080,,
38616,WK060604,5910,,
38664,WK060605,30,,
38676,WK060606,14460,,
38744,WK060607,12220,,
38808,WK060608,320,,
38840,WK060609,16180,,
38924,WK060800,12000,,
38956,WK061000,23900,,
39240,WK061100,8870,,
39264,WK061101,3970,,
39288,WK061200,6300,,
39320,WK061201,6460,,
39368,WK061202,12480,,
39404,WK061203,4980,,
39440,WK061204,4950,,
39476,WK061205,8600,,
39540,WK061206,2830,,
39576,WK061207,19850,,
39632,WK061208,4540,,
39696,WK061209,1540,,
39952,WK061300,13160,,
39984,WK061302,9810,,
40040,WK061400,6380,,
40072,WK061401,7650,,
40124,WK061700,8970,,
40192,WK062000,16170,,
40228,WK062001,1450,,
40252,WK062002,2070,,
40276,WK062201,14870,,
40296,WK062202,12590,,
40320,WK062203,920,,
40352,WK062204,6680,,
40372,WK062205,11910,,
40396,WK062206,9820,,
40424,WK062207,13620,,
40460,WK062208,20,,
40472,WK062300,3460,,
40516,WK062301,730,,
40524,WK062302,4990,,
40564,WK062303,630,,
40580,WK062600,23000,,
40636,WK062700,25440,,
40684,WK062900,6920,,
40728,WK062901,18990,,
40780,WK063200,20620,,
40820,WK063201,6300,,
40860,WK063202,7430,,
40896,WK063203,2360,,
40936,WK063204,3800,,
40980,WK063205,8380,,
41084,WK063700,19790,,
41104,WK063701,15000,,
41116,WK063702,19760,,
41128,WK063703,16830,,
41140,WK063704,9230,,
41152,WK063705,21950,,
41164,WK063706,17190,,
41176,WK063708,820,,
41196,WK063709,310,,
41228,WK063800,5570,,
41256,WK063801,2620,,
41268,WK064201,9230,,
41348,WK064202,4660,,
41400,WK064203,6440,,
41456,WK064204,6820,,
41500,WK064205,7060,,
41564,WK064206,6110,,
41608,WK064207,240,,
41644,WK064208,3350,,
41668,WK064209,400,,
41704,WK064300,7810,,
41732,WK064301,6380,,
41768,WK064400,5690,,
41784,WK064401,2450,,
41796,WK065300,5770,,
41840,WK065301,1260,,
41880,WK065302,1330,,
41904,WK065303,1920,,
41928,WK065400,6300,,
41968,WK065401,11090,,
42004,WK065402,2850,,
42032,WK065403,2310,,
42072,WK066401,26950,,
42164,WK066402,750,,
42176,WK066403,3190,,
42224,WK066404,560,,
42236,WK066405,1350,,
42260,WK066406,230,,
42268,WK066407,1380,,
42284,WK066408,2080,,
42304,WK066409,280,,
42316,WK066801,1700,,
42328,WK066802,570,,
42340,WK066803,830,,
42352,WK066804,6090,,
42364,WK066805,2130,,
42376,WK066806,3290,,
42388,WK066807,1340,,
42400,WK066808,2420,,
42416,WK067701,10760,,
42464,WK067702,3190,,
42476,WK067703,2480,,
42488,WK067704,970,,
42508,WK067705,1150,,
42520,WK067706,1070,,
42532,WK067707,330,,
42540,WK067708,3460,,
42556,WK067709,930,,
42576,WK067710,530,,
42588,WK067711,2160,,
42600,WK067712,530,,
42612,WK067713,330,,
42628,WK067800,8670,,
42640,WK067801,3110,,
42652,WK067802,510,,
42668,WK068300,3270,,
42688,WK068301,3200,,
42716,WK068302,2300,,
42744,WK068303,1020,,
42772,WK068304,1520,,
42816,WK068305,1570,,
42844,WK068306,1510,,
42864,WK068307,1660,,
42900,WK068700,6720,,
42908,WK068701,11890,,
42952,WK068702,7010,,
42964,WK068703,15240,,
42984,WK068704,1310,,
42996,WK068705,5380,,
43024,WK068900,3240,,
43040,WK068901,1160,,
43052,WK068902,250,,
43064,WK068903,230,,
43076,WK068904,3360,,
43092,WK068905,1450,,
43112,WK068906,1670,,
43132,WK068907,1790,,
43148,WK068908,1250,,
43160,WK069300,2790,,
43172,WK069301,1250,,
43188,WK069302,860,,
43200,WK069303,1070,,
43212,WK069304,940,,
43224,WK069305,2180,,
43236,WK069306,710,,
43248,WK069400,3970,,
43268,WK069401,1800,,
43284,WK069402,1360,,
43292,WK069403,2600,,
43308,WK070300,6520,,
43320,WK070301,5680,,
43344,WK070302,4920,,
43364,WK070303,1210,,
43376,WK070304,3010,,
43404,WK070701,2580,,
43424,WK070702,2890,,
43444,WK070703,710,,
43460,WK070704,3630,,
43476,WK070705,950,,
43488,WK070706,1580,,
43508,WK070707,1050,,
43532,WK071000,3970,,
43576,WK071001,1480,,
43620,WK071002,590,,
43644,WK071003,1610,,
43680,WK071004,3460,,
43692,WK071005,730,,
43728,WK071510,2570,,
43736,WK071511,20,,
43744,WK071512,30,,
43752,WK071513,0,,
43760,WK071514,40,,
43768,WK071515,200,,
43776,WK071516,1300,,
43784,WK071517,1450,,
43792,WK071518,2400,,
43800,WK071519,2690,,
43808,WK071520,1120,,
43816,WK071521,850,,
43824,WK071522,2130,,
43832,WK071523,3270,,
43840,WK071524,1740,,
43848,WK071525,2090,,
43856,WK071526,1550,,
43864,WK071528,30,,
43872,WK071529,200,,
43880,WK071530,1320,,
43888,WK071531,80,,
43896,WK071534,260,,
43904,WK071535,2480,,
43912,WK071536,30,,
43920,WK071537,0,,
43928,WK071538,260,,
43936,WK071539,370,,
43944,WK071540,2340,,
43952,WK071541,40,,
43960,WK071545,1990,,
43968,WK071546,150,,
43976,WK071547,1780,,
43984,WK071548,120,,
43992,WK071549,120,,
44000,WK071550,7270,,
44008,WK071551,20,,
44016,WK071553,350,,
44024,WK071554,370,,
44032,WK071555,1900,,
44040,WK071556,160,,
44048,WK071557,100,,
44056,WK071558,320,,
44064,WK071559,120,,
44072,WK071560,780,,
44080,WK071564,190,,
44088,WK071565,160,,
44096,WK071569,100,,
44104,WK071570,3700,,
44112,WK071571,260,,
44120,WK071572,20,,
44128,WK071573,110,,
44136,WK071574,30,,
44144,WK071575,1990,,
44152,WK071576,10,,
44160,WK071579,40,,
44168,WK071580,1900,,
44176,WK071584,240,,
44188,WK071600,7440,,
44200,WK071601,1710,,
44212,WK071602,1780,,
44224,WK071603,3620,,
44236,WK071604,1700,,
44248,WK071605,3620,,
44260,WK071606,2800,,
44272,WK071607,2280,,
44284,WK071608,420,,
44300,WK071700,1660,,
44320,WK071701,510,,
44332,WK071702,1130,,
44348,WK071703,1810,,
44360,WK071704,1670,,
44372,WK071705,2290,,
44396,WK071706,1480,,
44408,WK071707,1340,,
44420,WK071708,1440,,
44432,WK071709,3460,,
44452,WK071710,910,,
44472,WK071711,1510,,
44488,WK071712,2740,,
44508,WK071801,7620,,
44524,WK071802,10040,,
44560,WK071803,5780,,
44576,WK071804,10050,,
44616,WK071805,10550,,
44640,WK071806,580,,
44656,WK071807,80,,
44664,WK071808,0,,
44676,WK073300,3180,,
44696,WK073301,3190,,
44716,WK073302,2070,,
44728,WK073303,2490,,
44744,WK073600,17660,,
44764,WK073601,970,,
44776,WK073602,9240,,
44812,WK073603,6650,,
44872,WK073700,9970,,
44884,WK073701,2700,,
44908,WK073702,2970,,
44928,WK073703,820,,
44940,WK073704,2170,,
44960,WK073705,2340,,
44980,WK073706,1380,,
44992,WK073707,2550,,
45012,WK073708,2340,,
45024,WK073709,4970,,
45040,WK073800,6090,,
45056,WK073801,2480,,
45068,WK073802,1710,,
45080,WK073803,730,,
45092,WK073804,720,,
45104,WK073805,410,,
45116,WK073806,420,,
45132,WK074300,12840,,
45156,WK074301,2400,,
45168,WK074302,920,,
45180,WK074308,140,,
45188,WK074309,70,,
45200,WK074400,5460,,
45220,WK074401,1070,,
45232,WK074402,150,,
45244,WK074800,13850,,
45276,WK074801,10920,,
45296,WK074802,18640,,
45336,WK074803,8240,,
45364,WK074804,11970,,
45400,WK074805,1970,,
45424,WK075300,29020,,
45540,WK075500,8010,,
45568,WK075501,1680,,
45584,WK075600,12390,,
45628,WK075601,1740,,
45640,WK075602,1800,,
45652,WK075603,2350,,
45664,WK075604,1600,,
45676,WK075605,710,,
45688,WK075606,3050,,
45704,WK075607,3620,,
45724,WK075608,900,,
45736,WK075609,460,,
45752,WK075700,24280,,
45796,WK075701,1170,,
45808,WK075702,4840,,
45836,WK075800,12690,,
45888,WK075801,22960,,
45944,WK075802,22870,,
45988,WK075803,17970,,
46032,WK075804,7920,,
46056,WK075805,29080,,
46132,WK075806,27500,,
46184,WK075807,7930,,
46208,WK075808,4690,,
46220,WK075809,11500,,
46232,WK075810,6800,,
46268,WK076200,24190,,
46308,WK076201,1360,,
46320,WK076202,3160,,
46332,WK076203,1880,,
46344,WK076204,880,,
46360,WK076500,8440,,
46372,WK076501,4700,,
46392,WK076600,22030,,
46420,WK076601,1240,,
46500,WK076602,2150,,
46528,WK077000,9380,,
46572,WK077001,1920,,
46592,WK077002,1340,,
46604,WK077003,2200,,
46616,WK077004,1920,,
46628,WK077005,1350,,
46648,WK077211,6120,,
46672,WK077212,31850,,
46792,WK077213,19860,,
46860,WK077214,36110,,
46936,WK077215,65400,,
47032,WK077216,26210,,
47160,WK077217,26710,,
47220,WK077700,10400,,
47248,WK077701,10,,
47256,WK077702,210,,
47264,WK077710,16570,,
47332,WK077711,40,,
47340,WK077712,740,,
47360,WK077720,11570,,
47408,WK077721,210,,
47416,WK077722,10,,
47424,WK077723,1260,,
47448,WK077900,11790,,
47468,WK077901,2150,,
47480,WK077902,6850,,
47508,WK078400,16560,,
47524,WK078401,7550,,
47540,WK078402,1350,,
47552,WK078403,330,,
47568,WK078501,1140,,
47576,WK078502,1980,,
47584,WK078503,2230,,
47596,WK078504,1090,,
47608,WK078505,1350,,
47616,WK078506,2470,,
47624,WK078507,1560,,
47636,WK078508,620,,
47652,WK078509,4360,,
47676,WK078510,760,,
47684,WK078511,1910,,
47700,WK078512,0,,
47708,WK078513,230,,
47720,WK078514,240,,
47728,WK078520,2270,,
47740,WK078521,60,,
47748,WK078522,0,,
47756,WK078523,210,,
47768,WK078600,8880,,
47800,WK078601,1140,,
47816,WK078602,1500,,
47840,WK078603,1160,,
47856,WK078800,5520,,
47876,WK078801,4600,,
47924,WK078802,2180,,
47960,WK078803,1400,,
48008,WK079410,13690,,
48040,WK079411,7640,,
48056,WK079412,11860,,
48072,WK079413,10900,,
48096,WK079414,9290,,
48120,WK079415,4410,,
48132,WK079416,2460,,
48148,WK079417,5350,,
48164,WK079418,8450,,
48180,WK079419,5230,,
48192,WK079421,8120,,
48220,WK079429,360,,
48236,WK079601,11820,,
48264,WK079602,11870,,
48324,WK079603,13260,,
48352,WK079604,6890,,
48368,WK079605,9300,,
48400,WK079606,13340,,
48440,WK079607,3840,,
48472,WK079608,5490,,
48492,WK079609,19050,,
48556,WK079610,17430,,
48604,WK079611,19890,,
48652,WK079612,5590,,
48684,WK079700,17940,,
48712,WK079701,1560,,
48752,WK079702,14000,,
48780,WK079703,2060,,
48800,WK079704,1980,,
48820,WK079705,5510,,
48928,WK079800,8550,,
48940,WK079801,1210,,
48952,WK079802,850,,
48964,WK079803,3600,,
48980,WK079804,830,,
48996,WK080800,3000,,
49008,WK080801,1160,,
49028,WK080802,1130,,
49040,WK080803,1370,,
49068,WK080900,5860,,
49080,WK080901,16110,,
49112,WK080902,550,,
49124,WK080909,420,,
49136,WK081500,6060,,
49176,WK081501,2260,,
49188,WK081502,1580,,
49200,WK081503,1120,,
49216,WK082000,19580,,
49252,WK082001,2120,,
49264,WK082002,740,,
49280,WK082300,10370,,
49324,WK082301,2030,,
49336,WK082302,3720,,
49352,WK082303,1680,,
49368,WK082400,19780,,
49412,WK082401,5960,,
49440,WK082600,5000,,
49448,WK082601,7610,,
49464,WK082602,2030,,
49476,WK082603,3740,,
49488,WK082604,1450,,
49500,WK082605,8740,,
49528,WK082606,14540,,
49564,WK082607,5640,,
49580,WK082608,140,,
49592,WK082609,70,,
49608,WK082610,280,,
49620,WK082611,1190,,
49632,WK082612,1290,,
49648,WK082613,2490,,
49672,WK082800,5410,,
49688,WK082801,8550,,
49720,WK082802,330,,
49736,WK082803,5960,,
49772,WK082804,8170,,
49796,WK082805,150,,
49816,WK082806,13460,,
49860,WK082807,14550,,
49904,WK082808,370,,
49924,WK082809,360,,
49948,WK082810,8300,,
49972,WK082811,770,,
49988,WK082812,690,,
50004,WK082813,1660,,
50020,WK082814,3670,,
50044,WK082815,2840,,
50060,WK082816,770,,
50076,WK082817,1110,,
50172,WK084000,4660,,
50184,WK084001,9340,,
50196,WK084002,5040,,
50212,WK084003,1480,,
50224,WK084004,2040,,
50240,WK084400,6880,,
50272,WK084401,5390,,
50316,WK084402,9440,,
50376,WK084403,1180,,
50388,WK084500,10490,,
50420,WK084501,2210,,
50436,WK084502,5830,,
50460,WK084503,7700,,
50492,WK084504,2030,,
50512,WK084600,12480,,
50556,WK084601,2440,,
50576,WK084602,1440,,
50588,WK084603,1070,,
50604,WK084700,11230,,
50620,WK084701,2070,,
50636,WK084702,3500,,
50652,WK084703,1350,,
50664,WK084709,90,,
50676,WK084800,10640,,
50700,WK084801,4890,,
50720,WK085100,12290,,
50756,WK085101,2370,,
50768,WK085102,570,,
50780,WK085103,5670,,
50800,WK085104,2340,,
50816,WK085200,9910,,
50860,WK085201,220,,
50868,WK085202,1800,,
50880,WK085203,2800,,
50896,WK085204,1830,,
50908,WK085205,400,,
50920,WK085500,6060,,
50928,WK085501,38200,,
50972,WK085502,31310,,
51016,WK085503,29030,,
51048,WK085504,22880,,
51092,WK085505,780,,
51112,WK085506,15260,,
51140,WK085507,10630,,
51176,WK085508,40960,,
51220,WK085509,8360,,
51236,WK085601,34800,,
51328,WK085602,3480,,
51344,WK085603,2070,,
51360,WK085800,20450,,
51400,WK085801,9280,,
51432,WK085802,1140,,
51456,WK086000,26020,,
51508,WK086001,1460,,
51520,WK086002,1650,,
51536,WK086003,1360,,
51548,WK086004,4720,,
51572,WK086005,1150,,
51588,WK086006,780,,
51604,WK086100,27250,,
51640,WK086101,12600,,
51660,WK086102,3150,,
51688,WK086500,12250,,
51724,WK086501,12290,,
51756,WK086502,760,,
51772,WK086600,16540,,
51800,WK086700,29030,,
51844,WK086701,260,,
51864,WK086702,4310,,
51888,WK086703,4700,,
51904,WK086704,2380,,
51928,WK086705,3930,,
51944,WK086706,1130,,
51960,WK087001,11270,,
52012,WK087002,5430,,
52032,WK087003,3400,,
52052,WK087004,3910,,
52084,WK087005,2410,,
52104,WK087300,10560,,
52132,WK087301,2200,,
52152,WK087302,5240,,
52172,WK087303,3700,,
52188,WK087400,4480,,
52208,WK087401,3550,,
52228,WK087402,1740,,
52240,WK087403,1520,,
52252,WK087404,2450,,
52264,WK087405,640,,
52284,WK087900,7680,,
52296,WK087901,2500,,
52308,WK087902,3100,,
52320,WK087903,1640,,
52332,WK087904,6160,,
52360,WK088000,13190,,
52392,WK088001,1580,,
52408,WK088002,1130,,
52432,WK088100,8150,,
52460,WK088200,15980,,
52516,WK088201,9910,,
52544,WK088202,12830,,
52584,WK088500,3540,,
52612,WK088501,5170,,
52648,WK088800,14710,,
52664,WK088801,1890,,
52692,WK088900,11260,,
52712,WK088901,2530,,
52736,WK089300,2180,,
52752,WK089301,2180,,
52772,WK089302,5350,,
52796,WK089303,2460,,
52816,WK089304,1230,,
52844,WK089901,7040,,
52872,WK089902,7220,,
52920,WK089903,4670,,
52968,WK089904,3070,,
52996,WK089905,7540,,
53048,WK090500,8350,,
53080,WK090501,3070,,
53096,WK090700,2740,,
53112,WK090701,2320,,
53128,WK090702,780,,
53140,WK090703,9180,,
53164,WK090704,2090,,
53184,WK091710,4360,,
53196,WK091711,3620,,
53208,WK091712,7590,,
53220,WK091713,4350,,
53232,WK091714,420,,
53240,WK091720,5860,,
53264,WK091721,5590,,
53276,WK091722,3280,,
53288,WK091723,70,,
53296,WK091724,5190,,
53312,WK091730,3860,,
53328,WK091731,4770,,
53348,WK091732,6680,,
53368,WK091733,4810,,
53388,WK091734,2470,,
53396,WK091735,170,,
53404,WK091736,4400,,
53424,WK091737,2700,,
53436,WK091738,5130,,
53448,WK091739,4320,,
53468,WK091740,3970,,
53476,WK091741,5700,,
53496,WK091742,70,,
53508,WK091800,3030,,
53528,WK091801,16540,,
53572,WK092800,15490,,
53600,WK092801,19170,,
53628,WK092802,13420,,
53660,WK092900,4250,,
53688,WK093400,6460,,
53704,WK093401,6600,,
53732,WK093500,15920,,
53764,WK093501,8820,,
53800,WK093502,36260,,
53852,WK093503,2130,,
53876,WK093504,30520,,
53916,WK093505,2830,,
53936,WK093506,21810,,
53964,WK093600,4150,,
53992,WK093601,4150,,
54020,WK093602,1950,,
54048,WK093603,3090,,
54084,WK093800,7720,,
54108,WK093801,2880,,
54120,WK093802,9100,,
54156,WK094100,5990,,
54188,WK094400,6820,,
54204,WK094401,1220,,
54220,WK094600,8280,,
54240,WK094601,1760,,
54252,WK094602,4060,,
54276,WK094603,1580,,
54288,WK094604,1020,,
54304,WK095100,6600,,
54328,WK095101,1720,,
54340,WK095102,4110,,
54356,WK095103,3290,,
54376,WK095700,9030,,
54412,WK095701,5760,,
54432,WK095702,5780,,
54468,WK095703,7630,,
54512,WK095704,4770,,
54540,WK095705,5920,,
54560,WK095706,840,,
54584,WK095707,6300,,
54624,WK095708,8710,,
54692,WK096200,6680,,
54724,WK096201,6800,,
54748,WK096400,7690,,
54784,WK096500,5590,,
54808,WK096501,5500,,
54832,WK097100,11340,,
54860,WK097101,8970,,
54876,WK097102,5560,,
54900,WK098100,2740,,
54936,WK098101,7080,,
54948,WK098300,24940,,
54988,WK098301,35040,,
55032,WK098302,2640,,
55044,WK098303,3660,,
55076,WK098304,19710,,
55104,WK098305,5470,,
55728,WK098400,11250,,
55772,WK098401,27970,,
55920,WK098600,8460,,
55944,WK098601,4290,,
55984,WK098801,7100,,
56032,WK098802,1380,,
56072,WK098803,3370,,
56100,WK098811,3860,,
56124,WK098812,2360,,
56140,WK098813,3730,,
56164,WK098814,1890,,
56188,WK098821,4660,,
56212,WK098822,3950,,
56236,WK098823,2690,,
56252,WK098824,3730,,
56284,WK098825,1540,,
56308,WK098831,1180,,
56332,WK098832,1010,,
56356,WK098833,850,,
56380,WK098834,5040,,
56404,WK099300,2410,,
56416,WK099301,5360,,
56452,WK099400,7830,,
56476,WK099401,1580,,
56496,WK099402,1750,,
56520,WK099403,1380,,
56532,WK099404,4530,,
56552,WK099510,1470,,
56564,WK099511,13610,,
56592,WK099522,18350,,
56616,WK099527,10,,
56624,WK099530,620,,
56636,WK099532,5730,,
56644,WK099533,9380,,
56668,WK099544,23040,,
56688,WK099550,800,,
56696,WK099565,290,,
56732,WK099577,570,,
56776,WK150700,550,,
56788,WK150701,2170,,
56808,WK150702,1530,,
56820,WK150703,1890,,
56832,WK150704,12440,,
56884,WK150705,2000,,
56904,WK150706,1100,,
56924,WK150707,2020,,
56936,WK150708,4850,,
56964,WK150709,750,,
57064,WK150900,13750,,
57100,WK150901,7110,,
57144,WK150902,10110,,
57172,WK150903,9040,,
57212,WK152500,15240,,
57224,WK152501,15320,,
57252,WK152502,4980,,
57280,WK158100,10080,,
57316,WK158101,18450,,
57360,WK158102,7520,,
57384,WK158103,6880,,
57404,WK158104,5960,,
57432,WK158600,9450,,
57484,WK158601,16130,,
57592,WK158602,4430,,
57756,WK159800,5140,,
57772,WK159801,1570,,
57780,WK159802,500,,
57788,WK159803,2930,,
57808,WK159804,3970,,
57824,WK159805,450,,
57832,WK159806,5540,,
57848,WK159807,1700,,
57864,WK162100,16430,,
57880,WK162101,12460,,
57932,WK162102,1580,,
57948,WK162103,8960,,
58000,WK162104,980,,
58016,WK162105,10610,,
58372,WK164000,6570,,
58396,WK164001,2680,,
58412,WK164002,2960,,
58432,WK164003,6190,,
58480,WK164004,3970,,
58488,WK164005,4340,,
58496,WK164006,670,,
58504,WK164007,960,,
58512,WK164008,4980,,
58540,WK164009,3440,,
58560,WK164100,7280,,
58576,WK164101,3700,,
58588,WK164102,1650,,
58600,WK164103,860,,
58612,WK164104,2530,,
58624,WK164105,4480,,
58640,WK164106,1780,,
58648,WK164107,2190,,
58660,WK165100,5690,,
58680,WK165101,5090,,
58724,WK165102,1780,,
58760,WK165103,1540,,
58776,WK165104,2400,,
58792,WK165200,15300,,
58828,WK165201,1890,,
58844,WK165202,1540,,
58860,WK165203,1040,,
58872,WK165204,5470,,
58888,WK165205,2120,,
58904,WK165206,1160,,
58920,WK165501,6560,,
58936,WK165502,1260,,
58948,WK165503,12710,,
58984,WK165504,6630,,
59008,WK165505,2110,,
59024,WK165800,9560,,
59040,WK165801,3820,,
59060,WK165802,480,,
59072,WK165803,1330,,
59092,WK165900,9770,,
59116,WK165901,5650,,
59140,WK165902,4390,,
59156,WK165903,1910,,
59172,WK166101,2490,,
59196,WK166102,520,,
59208,WK166103,2400,,
59228,WK166104,130,,
59236,WK166105,1440,,
59256,WK166300,3470,,
59296,WK166301,3320,,
59332,WK166302,2270,,
59360,WK166303,1530,,
59392,WK166600,3640,,
59412,WK166601,6760,,
59452,WK166700,8220,,
59476,WK166701,1670,,
59488,WK166702,1850,,
59500,WK166703,700,,
59516,WK166900,7990,,
59536,WK166901,2520,,
59552,WK166902,10830,,
59604,WK167100,4590,,
59624,WK167101,4320,,
59644,WK167102,2350,,
59660,WK167201,5730,,
59688,WK167202,5320,,
59708,WK167203,4280,,
59740,WK167204,3370,,
59764,WK167400,5650,,
59792,WK167401,5930,,
59816,WK167402,7450,,
59844,WK167403,7050,,
59868,WK167404,11340,,
59908,WK167405,4920,,
59936,WK167406,11560,,
59960,WK167407,12930,,
60000,WK167408,660,,
60024,WK167410,1430,,
