ID,WijkenEnBuurten,AantalInwoners_5,,
60044,WK167411,4870,,
60060,WK167412,1880,,
60072,WK167413,640,,
60084,WK167414,1180,,
60108,WK167600,10480,,
60152,WK167601,1410,,
60164,WK167602,810,,
60176,WK167603,980,,
60188,WK167604,730,,
60204,WK167605,4020,,
60220,WK167606,2670,,
60232,WK167607,2760,,
60252,WK167608,660,,
60264,WK167609,1350,,
60276,WK167610,1030,,
60288,WK167611,350,,
60300,WK167612,4490,,
60336,WK167613,1580,,
60360,WK167614,330,,
60372,WK167615,300,,
60388,WK168000,3720,,
60400,WK168001,1450,,
60412,WK168002,420,,
60424,WK168003,420,,
60436,WK168004,260,,
60448,WK168005,600,,
60460,WK168006,490,,
60472,WK168007,170,,
60484,WK168008,110,,
60496,WK168009,130,,
60508,WK168011,420,,
60520,WK168012,280,,
60532,WK168013,150,,
60544,WK168014,1720,,
60560,WK168015,1920,,
60576,WK168016,730,,
60592,WK168017,5170,,
60604,WK168018,1260,,
60624,WK168019,4680,,
60652,WK168020,1120,,
60672,WK168021,470,,
60692,WK168100,4970,,
60716,WK168101,830,,
60728,WK168102,110,,
60740,WK168103,490,,
60752,WK168104,80,,
60760,WK168105,250,,
60772,WK168106,550,,
60784,WK168107,5030,,
60796,WK168108,450,,
60808,WK168109,690,,
60832,WK168110,1890,,
60844,WK168111,1690,,
60856,WK168112,1260,,
60868,WK168113,830,,
60880,WK168114,400,,
60892,WK168115,2940,,
60912,WK168116,3690,,
60936,WK168400,17070,,
60968,WK168401,1220,,
60980,WK168402,510,,
60992,WK168403,520,,
61008,WK168404,2960,,
61020,WK168405,1750,,
61032,WK168406,270,,
61048,WK168500,6890,,
61068,WK168501,1680,,
61080,WK168502,6040,,
61108,WK168509,190,,
61120,WK169000,5990,,
61132,WK169001,890,,
61144,WK169002,830,,
61156,WK169003,560,,
61168,WK169004,640,,
61180,WK169005,630,,
61192,WK169006,600,,
61204,WK169007,340,,
61216,WK169008,3580,,
61244,WK169009,100,,
61256,WK169010,290,,
61268,WK169011,3840,,
61300,WK169012,2360,,
61324,WK169013,2910,,
61340,WK169500,1860,,
61356,WK169501,1550,,
61368,WK169502,420,,
61380,WK169503,2040,,
61396,WK169504,1130,,
61408,WK169505,320,,
61424,WK169600,1150,,
61432,WK169601,6740,,
61452,WK169602,1570,,
61468,WK169603,8780,,
61504,WK169604,5090,,
61536,WK169900,17450,,
61580,WK169901,1450,,
61604,WK169903,6030,,
61648,WK169904,850,,
61676,WK169906,5300,,
61700,WK170000,12510,,
61740,WK170001,1070,,
61764,WK170002,4840,,
61788,WK170003,5910,,
61816,WK170004,9280,,
61856,WK170100,2830,,
61872,WK170101,640,,
61884,WK170102,400,,
61896,WK170103,2810,,
61920,WK170104,490,,
61936,WK170105,330,,
61948,WK170106,560,,
61964,WK170107,300,,
61976,WK170108,4440,,
61996,WK170109,1430,,
62008,WK170110,820,,
62028,WK170111,1970,,
62040,WK170112,230,,
62052,WK170113,510,,
62064,WK170114,350,,
62076,WK170115,920,,
62088,WK170116,110,,
62100,WK170117,180,,
62112,WK170200,4920,,
62132,WK170201,1810,,
62144,WK170202,570,,
62156,WK170203,660,,
62168,WK170204,3080,,
62180,WK170205,750,,
62196,WK170500,20340,,
62256,WK170501,7150,,
62288,WK170502,17590,,
62324,WK170600,9060,,
62348,WK170601,2110,,
62364,WK170602,1450,,
62380,WK170603,5260,,
62404,WK170604,1690,,
62416,WK170605,700,,
62432,WK170800,24570,,
62544,WK170802,3030,,
62564,WK170803,850,,
62584,WK170804,900,,
62600,WK170805,390,,
62616,WK170806,750,,
62640,WK170807,4140,,
62656,WK170808,1450,,
62672,WK170809,940,,
62692,WK170810,590,,
62700,WK170811,1260,,
62720,WK170812,400,,
62740,WK170813,1290,,
62756,WK170814,1250,,
62776,WK170815,160,,
62788,WK170816,1240,,
62808,WK170900,14150,,
62848,WK170901,1610,,
62860,WK170902,890,,
62872,WK170903,5780,,
62896,WK170904,1170,,
62912,WK170905,1090,,
62924,WK170906,2230,,
62940,WK170907,5460,,
62964,WK170908,920,,
62976,WK170909,2430,,
62996,WK170910,910,,
63012,WK171101,6160,,
63088,WK171102,830,,
63112,WK171103,1210,,
63140,WK171104,1550,,
63196,WK171105,8370,,
63300,WK171106,1370,,
63328,WK171107,4910,,
63376,WK171108,1070,,
63400,WK171109,3360,,
63428,WK171110,1520,,
63452,WK171111,1700,,
63492,WK171400,2330,,
63508,WK171401,420,,
63520,WK171402,2560,,
63532,WK171403,830,,
63544,WK171404,220,,
63556,WK171405,4970,,
63568,WK171406,590,,
63580,WK171407,800,,
63596,WK171408,460,,
63612,WK171409,1030,,
63624,WK171410,4850,,
63636,WK171411,910,,
63656,WK171412,2300,,
63668,WK171413,1390,,
63680,WK171414,510,,
63696,WK171900,11680,,
63712,WK171901,530,,
63728,WK171902,6370,,
63744,WK171903,2230,,
63756,WK171904,4110,,
63772,WK171905,1700,,
63796,WK172100,12470,,
63816,WK172101,5960,,
63836,WK172102,1780,,
63856,WK172103,1490,,
63880,WK172104,7920,,
63928,WK172200,4310,,
63960,WK172201,2760,,
63972,WK172202,1760,,
64016,WK172300,3980,,
64032,WK172301,3830,,
64048,WK172302,1120,,
64064,WK172308,430,,
64072,WK172309,60,,
64084,WK172400,10070,,
64108,WK172401,680,,
64120,WK172402,2940,,
64136,WK172403,2340,,
64152,WK172404,2050,,
64172,WK172800,9910,,
64192,WK172801,860,,
64204,WK172802,5200,,
64224,WK172803,2140,,
64240,WK172804,1020,,
64256,WK172900,4690,,
64280,WK172901,2590,,
64304,WK172902,1710,,
64324,WK172903,1910,,
64344,WK172904,1950,,
64364,WK172905,1110,,
64380,WK172906,640,,
64404,WK173000,7400,,
64420,WK173001,500,,
64432,WK173002,330,,
64444,WK173003,320,,
64456,WK173004,2270,,
64476,WK173005,430,,
64488,WK173006,3710,,
64500,WK173007,6780,,
64516,WK173008,1180,,
64528,WK173009,4330,,
64540,WK173010,450,,
64552,WK173011,310,,
64572,WK173012,1110,,
64592,WK173013,1770,,
64604,WK173014,580,,
64632,WK173015,780,,
64648,WK173100,10970,,
64680,WK173101,1030,,
64696,WK173102,1440,,
64712,WK173103,1110,,
64724,WK173104,350,,
64736,WK173105,510,,
64748,WK173106,4560,,
64768,WK173107,3590,,
64788,WK173108,1710,,
64808,WK173109,4970,,
64824,WK173110,470,,
64840,WK173111,590,,
64852,WK173112,930,,
64864,WK173113,110,,
64872,WK173114,450,,
64884,WK173115,210,,
64896,WK173116,570,,
64920,WK173400,20520,,
64972,WK173401,9950,,
65012,WK173402,11600,,
65060,WK173403,2830,,
65076,WK173404,200,,
65092,WK173500,8580,,
65136,WK173501,3780,,
65156,WK173502,6460,,
65180,WK173503,230,,
65188,WK173504,850,,
65204,WK173505,2650,,
65224,WK173506,6860,,
65268,WK173507,220,,
65280,WK173508,3400,,
65308,WK173509,2130,,
65328,WK174000,11240,,
65356,WK174001,6760,,
65392,WK174002,4560,,
65416,WK174200,7350,,
65436,WK174201,19500,,
65464,WK174202,680,,
65480,WK174203,6200,,
65516,WK174204,30,,
65528,WK174205,2350,,
65580,WK174207,520,,
65588,WK174208,150,,
65600,WK177100,28100,,
65640,WK177101,9900,,
65656,WK177301,5180,,
65700,WK177302,5690,,
65736,WK177303,1150,,
65756,WK177304,1270,,
65776,WK177305,780,,
65796,WK177306,600,,
65808,WK177307,880,,
65828,WK177308,350,,
65840,WK177309,780,,
65852,WK177310,70,,
65864,WK177311,330,,
65876,WK177312,410,,
65892,WK177400,8780,,
65936,WK177401,1070,,
65952,WK177402,760,,
65964,WK177403,990,,
65984,WK177404,1010,,
65996,WK177405,4460,,
66032,WK177406,2970,,
66060,WK177407,2370,,
66076,WK177408,1720,,
66088,WK177409,1950,,
66112,WK178301,18040,,
66248,WK178302,7590,,
66364,WK178303,3940,,
66436,WK178304,20060,,
66524,WK178305,20210,,
66592,WK178306,17710,,
66684,WK178307,11890,,
66816,WK184200,11180,,
66848,WK184201,6420,,
66888,WK185900,10460,,
66932,WK185901,13050,,
66976,WK185902,2980,,
67004,WK185903,10820,,
67032,WK185904,7840,,
67080,WK187600,8390,,
67120,WK187601,11360,,
67148,WK187602,8520,,
67184,WK187603,5070,,
67232,WK187604,4560,,
67284,WK188300,5950,,
67296,WK188301,12670,,
67320,WK188302,19430,,
67356,WK188303,5050,,
67368,WK188304,5310,,
67384,WK188305,32410,,
67416,WK188306,9290,,
67448,WK188307,5210,,
67468,WK188400,11220,,
67492,WK188401,3540,,
67528,WK188402,5260,,
67560,WK188403,1200,,
67572,WK188404,4190,,
67608,WK189100,7080,,
67632,WK189101,2040,,
67652,WK189102,9070,,
67676,WK189103,1180,,
68300,WK189600,9400,,
68336,WK189601,690,,
68356,WK189602,6400,,
68388,WK189603,720,,
68408,WK189604,4740,,
69932,WK191601,6510,,
69964,WK191602,6720,,
69984,WK191603,4930,,
70008,WK191604,14090,,
70032,WK191605,8010,,
70064,WK191606,4080,,
70088,WK191607,5580,,
70128,WK191608,4000,,
70156,WK191609,4500,,
70192,WK191610,5220,,
70208,WK191611,6710,,
70228,WK191612,2360,,
70256,WK192601,21090,,
70304,WK192602,16310,,
70340,WK192603,8500,,
70360,WK195500,14170,,
70408,WK195501,4180,,
70440,WK195502,16750,,
70496,WK198700,3850,,
70524,WK198701,1940,,
70540,WK198702,1780,,
70556,WK198703,4940,,
