ID,WijkenEnBuurten,AantalInwoners_5
10,WK000300,12090
42,WK000500,10495
82,WK000700,4335
122,WK000701,1015
142,WK000702,4050
186,WK000900,5995
214,WK000901,1460
246,WK001000,17980
274,WK001001,760
298,WK001002,3845
330,WK001003,3980
366,WK001400,17450
390,WK001401,23890
422,WK001402,23560
458,WK001403,16980
478,WK001404,11050
502,WK001405,8940
534,WK001406,24135
578,WK001407,15480
610,WK001408,15550
646,WK001409,32955
690,WK001500,5325
722,WK001501,1190
734,WK001502,2845
754,WK001503,2850
774,WK001700,16720
802,WK001701,1795
842,WK001801,6740
874,WK001802,12230
918,WK001803,3080
946,WK001805,910
958,WK001806,1705
986,WK001807,1030
998,WK001808,850
1018,WK001809,30
1026,WK001811,8245
1070,WK002200,10190
1098,WK002201,2880
1130,WK002202,4640
1146,WK002204,435
1162,WK002205,175
1174,WK002206,650
1186,WK002207,360
1202,WK002400,3835
1234,WK002401,1690
1254,WK002402,2665
1278,WK002403,2290
1314,WK002500,8105
1354,WK002501,2365
1390,WK003401,22155
1454,WK003402,108045
1554,WK003403,54950
1630,WK003404,4090
1670,WK003405,1415
1690,WK003406,5
1702,WK003701,19875
1766,WK003702,7590
1786,WK003703,2895
1806,WK003704,1550
1826,WK003705,1215
1966,WK004000,4590
2006,WK004001,2275
2030,WK004002,3925
2058,WK004003,4145
2086,WK004004,610
2102,WK004700,20100
2138,WK004701,2170
2158,WK004702,5710
2186,WK004800,1875
2214,WK004801,2675
2242,WK004802,1180
2274,WK004803,745
2298,WK004804,9275
2346,WK004805,315
2362,WK004806,220
2382,WK005000,21105
2430,WK005100,13030
2474,WK005101,2645
2498,WK005102,1345
2534,WK005103,2495
2570,WK005104,4385
2610,WK005105,510
2626,WK005106,2955
2722,WK005300,7645
2750,WK005301,1670
2770,WK005302,2815
2798,WK005303,1925
2822,WK005500,19300
2902,WK005600,9310
2934,WK005601,4045
2958,WK005602,2275
2986,WK005603,2995
3010,WK005800,12630
3058,WK005801,1770
3098,WK005802,1440
3122,WK005803,1760
3154,WK005804,1195
3174,WK005805,2410
3226,WK005806,2365
3262,WK005807,730
3294,WK005900,12110
3338,WK005901,3370
3366,WK005902,12640
3406,WK006000,3505
3442,WK006300,7360
3478,WK006301,1755
3506,WK006302,1820
3554,WK007000,9560
3598,WK007001,2475
3634,WK007002,1015
3666,WK007003,2060
3694,WK007004,2160
3722,WK007005,3480
3746,WK007200,14695
3790,WK007201,690
3802,WK007202,495
3822,WK007401,28700
3938,WK007402,1795
3970,WK007403,1955
3990,WK007404,9390
4042,WK007406,1615
4130,WK007900,5525
4142,WK007901,1810
4182,WK007902,1830
4206,WK007903,3760
4230,WK008010,4550
4278,WK008020,2550
4294,WK008021,6820
4310,WK008022,3265
4330,WK008023,695
4354,WK008024,265
4362,WK008030,3200
4378,WK008031,4410
4402,WK008032,4735
4422,WK008033,1665
4434,WK008034,1815
4442,WK008035,2075
4454,WK008036,11095
4470,WK008037,105
4482,WK008038,75
4490,WK008040,2510
4498,WK008041,910
4506,WK008042,570
4514,WK008043,2525
4542,WK008044,6940
4570,WK008045,6650
4586,WK008046,3700
4594,WK008050,6035
4626,WK008051,1230
4658,WK008052,590
4674,WK008053,3020
4730,WK008060,110
4762,WK008061,3970
4782,WK008062,3300
4794,WK008063,1465
4806,WK008064,3950
4822,WK008065,40
4842,WK008100,8525
4874,WK008101,1850
4946,WK008201,10130
5018,WK008202,955
5030,WK008203,1050
5042,WK008204,655
5050,WK008205,405
5062,WK008206,210
5070,WK008207,160
5078,WK008208,60
5194,WK008500,10035
5210,WK008501,2500
5230,WK008502,1960
5254,WK008503,1810
5274,WK008504,4095
5294,WK008505,5600
5330,WK008600,7425
5342,WK008601,3320
5370,WK008602,2800
5390,WK008603,5745
5430,WK008604,6720
5454,WK008605,3975
5482,WK008800,955
5498,WK009000,44390
5582,WK009001,11045
5730,WK009300,2390
5742,WK009301,1270
5758,WK009302,285
5774,WK009303,140
5786,WK009304,505
5802,WK009305,135
5822,WK009600,1150
5838,WK009800,12740
5850,WK009801,1020
5894,WK009802,455
5914,WK009803,805
5942,WK009804,670
5966,WK009805,1530
5986,WK009806,1400
6014,WK009807,1710
6042,WK009808,5515
6158,WK010600,5375
6250,WK010601,5685
6290,WK010602,8725
6334,WK010603,7910
6402,WK010604,3815
6422,WK010605,4135
6482,WK010606,6910
6522,WK010607,13000
6658,WK010608,10520
6742,WK010699,1100
6834,WK010910,14405
6898,WK010911,980
6910,WK010912,170
6922,WK010913,85
6930,WK010914,125
6938,WK010920,5710
6982,WK010930,4440
7022,WK010940,6915
7098,WK010950,3235
7158,WK011400,7115
7194,WK011401,3665
7226,WK011402,815
7246,WK011403,7980
7274,WK011404,1980
7298,WK011405,2080
7322,WK011406,4865
7342,WK011407,4935
7370,WK011408,12080
7406,WK011409,3080
7422,WK011410,5030
7454,WK011411,48125
7502,WK011412,2165
7510,WK011413,2265
7526,WK011421,1315
7546,WK011432,1760
7566,WK011805,51725
7726,WK011806,3115
7778,WK011900,28330
7862,WK011901,3835
7914,WK011902,345
7942,WK014000,4025
7986,WK014001,1250
8026,WK014002,1155
8038,WK014003,2930
8082,WK014004,1635
8130,WK014110,5155
8150,WK014111,6890
8186,WK014112,5245
8206,WK014113,5775
8230,WK014114,6705
8266,WK014115,3250
8286,WK014116,6915
8314,WK014117,3555
8338,WK014118,11505
8370,WK014119,14305
8418,WK014120,1505
8438,WK014121,1790
8454,WK014700,19690
8498,WK014701,1870
8526,WK014800,7605
8566,WK014801,3395
8598,WK014802,1225
8610,WK014803,1085
8622,WK014804,85
8630,WK014805,10
8638,WK014806,4690
8670,WK014807,9215
8706,WK015000,8605
8738,WK015001,11885
8766,WK015002,10455
8798,WK015003,5355
8810,WK015004,9965
8834,WK015005,4005
8846,WK015006,2425
8874,WK015007,19020
8918,WK015008,9710
8962,WK015009,11755
9006,WK015010,5560
9034,WK015300,23780
9074,WK015301,11785
9106,WK015302,23500
9146,WK015303,9385
9158,WK015304,19145
9190,WK015305,8815
9210,WK015306,35105
9254,WK015307,300
9274,WK015308,17260
9314,WK015309,8765
9358,WK015800,17830
9430,WK015801,2535
9450,WK015802,1190
9462,WK015803,1435
9474,WK015804,245
9482,WK015805,160
9490,WK015806,180
9498,WK015809,875
9510,WK016000,18650
9554,WK016001,750
9570,WK016002,1270
9586,WK016003,1175
9602,WK016004,3860
9630,WK016005,4600
9654,WK016006,2125
9674,WK016007,4235
9706,WK016008,3620
9730,WK016009,2020
9750,WK016010,820
9774,WK016011,12415
9818,WK016012,3750
9850,WK016301,4805
9890,WK016302,1790
9906,WK016303,6340
9934,WK016304,9310
9978,WK016305,1350
10026,WK016306,7455
10062,WK016307,2165
10082,WK016308,1400
10102,WK016309,1130
10130,WK016400,2535
10162,WK016401,10610
10202,WK016402,9310
10250,WK016403,12970
10338,WK016404,9040
10378,WK016405,6490
10442,WK016406,10370
10506,WK016407,7130
10570,WK016408,10345
10626,WK016409,1950
10706,WK016600,34320
10782,WK016603,11825
10818,WK016604,805
10830,WK016605,870
10842,WK016606,950
10850,WK016607,825
10858,WK016608,620
10866,WK016609,185
10882,WK016800,13265
10922,WK016801,495
10950,WK016802,4230
10974,WK016803,3640
11002,WK016804,1040
